Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Winner Colour Pair,Loser Colour Pair,Punishment Pack,,Punishment Pack choice?
7/15/2023 1:43:28,Dan A - BEATDOWNBRINGA#04779,Johnny M - Johnny#69519,2-0,,1,,,,,,
7/15/2023 8:41:00,Rafael F - Prudent#24319,Paul G - TheDragon#61289,2-1,,1,,,,,,
7/15/2023 9:51:14,Lotte P - Lotte #93345,John R - Ged#72302,2-1,,1,,,,,,
7/15/2023 9:53:44,Tony G - YnotRock#76764,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,,,,,
7/15/2023 10:39:22,Dan A - BEATDOWNBRINGA#04779,Lotte P - Lotte #93345,2-1,,1,,,,,,
7/15/2023 10:53:26,Damian S - ButCrackMagic#71223,Jack H - Rakic#98298,2-1,,1,,,,,,
7/15/2023 10:54:07,Johnny M - Johnny#69519,John R - Ged#72302,2-1,,1,,,,,,
7/15/2023 11:16:31,Tony G - YnotRock#76764,Lotte P - Lotte #93345,2-0,,1,,,,,,
7/15/2023 11:37:54,Pedro D - Goombassa#17203,Caleb G - Whynaut#28590,2-0,,1,GGs,,,,,
7/15/2023 12:16:20,Damian S - ButCrackMagic#71223,Pedro D - Goombassa#17203,2-1,,1,,,,,,
7/15/2023 12:16:48,Dan A - BEATDOWNBRINGA#04779,Caleb G - Whynaut#28590,2-1,,1,,,,,,
7/15/2023 12:41:23,Pedro D - Goombassa#17203,Johnny M - Johnny#69519,2-0,,1,GGs,,,,,
7/15/2023 12:46:15,Damian S - ButCrackMagic#71223,Cody-Rayce MG - Rayce#56572,2-0,,1,,,,,,
7/15/2023 13:28:00,John P - gokuorgohome#51511,Emmett F - Sepulchure#51526,2-0,,1,,,,,,
7/15/2023 13:45:34,John P - gokuorgohome#51511,Maranda L - blackcanary#59791,2-0,,1,,,,,,
7/15/2023 13:49:00,Jacob V - Drysle#29533,Adam S - wizma#29010,2-1,,1,,,,,,
7/15/2023 14:06:09,John P - gokuorgohome#51511,James S - Zoid#33631,2-1,,1,,,,,,
7/15/2023 14:41:45,Bob P - HIT#08120,James S - Zoid#33631,2-0,,1,,,,,,
7/15/2023 15:12:56,Adam S - wizma#29010,James S - Zoid#33631,2-0,,1,Good games!,,,,,
7/15/2023 15:25:39,John P - gokuorgohome#51511,Paul G - TheDragon#61289,2-0,,1,,,,,,
7/15/2023 15:38:18,Jordan M - JMTron#46639,Caleb K - BlackEcho#09078,2-0,,1,,,,,,
7/15/2023 15:38:26,Emmett F - Sepulchure#51526,James S - Zoid#33631,2-0,,1,,,,,,
7/15/2023 15:59:49,Paul G - TheDragon#61289,Bob P - HIT#08120,2-1,,1,,,,,,
7/15/2023 16:14:40,Jordan M - JMTron#46639,John P - gokuorgohome#51511,2-1,,1,,,,,,
7/15/2023 17:18:54,Wesley L - weslars#49889,Jordan M - JMTron#46639,2-1,,1,,,,,,
7/15/2023 17:25:14,Maranda L - blackcanary#59791,Adam S - wizma#29010,2-1,,1,,,,,,
7/15/2023 17:32:54,Reed P - bigfingsnake#86869,Jeremy E - Lhurgoyf#37289,2-0,,1,,,,,,
7/15/2023 17:57:19,Wesley L - weslars#49889,Reed P - bigfingsnake#86869,2-0,,1,,,,,,
7/15/2023 18:07:44,Emmett F - Sepulchure#51526,Jordan M - JMTron#46639,2-1,,1,,,,,,
7/15/2023 18:27:55,Daniel G - Friskyhobbit#43185,Reed P - bigfingsnake#86869,2-1,,1,,,,,,
7/15/2023 18:45:34,Jeremy E - Lhurgoyf#37289,Wesley L - weslars#49889,2-1,,1,marauder putting in some OT,,,,,
7/15/2023 19:09:52,Jordan M - JMTron#46639,Daniel G - Friskyhobbit#43185,2-1,,1,,,,,,
7/15/2023 20:21:30,Tony G - YnotRock#76764,Maranda L - blackcanary#59791,2-0,,1,,,,,,
7/15/2023 22:37:09,Reed P - bigfingsnake#86869,Pedro D - Goombassa#17203,2-0,,1,,,,,,
7/15/2023 23:09:09,Jeremy E - Lhurgoyf#37289,Pedro D - Goombassa#17203,2-0,,1,,,,,,
7/15/2023 23:45:33,Sawyer T - soyboy#35469,Chris P - Joker01#66827,2-0,,1,,,,,,
7/16/2023 0:13:44,Bob P - HIT#08120,Chris P - Joker01#66827,2-1,,1,,,,,,
7/16/2023 0:24:55,Sawyer T - soyboy#35469,Bob P - HIT#08120,2-0,,1,,,,,,
7/16/2023 13:35:55,Rafael F - Prudent#24319,Sawyer T - soyboy#35469,2-0,,1,,,,,,
7/16/2023 15:05:28,Sawyer T - soyboy#35469,Jacob V - Drysle#29533,2-0,,1,,,,,,
7/16/2023 15:39:06,Sawyer T - soyboy#35469,Reed P - bigfingsnake#86869,2-1,,1,,,,,,
7/16/2023 16:02:34,Sawyer T - soyboy#35469,Mike P - unwieldybiscuit#26471,2-0,,1,,,,,,
7/16/2023 17:16:18,Deven W - deven#51146,Mike P - unwieldybiscuit#26471,2-1,,1,,,,,,
7/16/2023 18:23:43,Deven W - deven#51146,Rafael F - Prudent#24319,2-1,,1,,,,,,
7/16/2023 19:28:47,Evan C - PeasOfCrab#00133,Cody-Rayce MG - Rayce#56572,2-0,,1,,,,,,
7/16/2023 20:09:44,Deven W - deven#51146,Emmett F - Sepulchure#51526,2-0,,1,,,,,,
7/16/2023 20:52:39,Tony G - YnotRock#76764,Deven W - deven#51146,2-1,,1,,,,,,
7/16/2023 21:59:35,Evan C - PeasOfCrab#00133,Steve T - strout#45062,2-1,,1,,,,,,
7/16/2023 22:50:24,Blake R - Trogdorr#20061,Steve T - strout#45062,2-0,,1,,,,,,
7/16/2023 23:48:06,Johnny M - Johnny#69519,Blake R - Trogdorr#20061,2-1,,1,,,,,,
7/16/2023 23:53:15,Evan C - PeasOfCrab#00133,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,,,,,
7/17/2023 1:22:18,Sean Sp - Talrand#06333,Pierre-Marc D - pmduguay#67919,2-1,,1,,,,,,
7/17/2023 12:06:31,Nik S - njsiii#50504,Jeremy E - Lhurgoyf#37289,2-0,,1,,,,,,
7/17/2023 14:27:17,Nik S - njsiii#50504,Eric S - Smitte#94855,2-1,,1,,,,,,
7/17/2023 15:06:53,Pierre-Marc D - pmduguay#67919,Eric S - Smitte#94855,2-0,,1,,,,,,
7/17/2023 16:57:21,Nik S - njsiii#50504,Sean Sp - Talrand#06333,2-1,,1,,,,,,
7/17/2023 18:03:23,Adam S - wizma#29010,Sean Sp - Talrand#06333,2-1,,1,Great games!,,,,,
7/17/2023 18:28:17,Nik S - njsiii#50504,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,,,,,
7/17/2023 20:43:41,Tony G - YnotRock#76764,Chris R - Sinkwater#27508,2-0,,1,,,,,,
7/17/2023 21:24:20,Phillip M - Fat_kitty#63794,Maranda L - blackcanary#59791,2-0,,1,,,,,,
7/17/2023 22:02:11,Maranda L - blackcanary#59791,Sean Sp - Talrand#06333,2-1,,1,,,,,,
7/17/2023 22:25:02,Bob P - HIT#08120,Chris R - Sinkwater#27508,2-0,,1,,,,,,
7/17/2023 22:40:10,Daniel G - Friskyhobbit#43185,Caleb K - BlackEcho#09078,2-0,,1,,,,,,
7/17/2023 23:00:29,Pierre-Marc D - pmduguay#67919,Rafael F - Prudent#24319,2-0,,1,,,,,,
7/17/2023 23:35:47,Sean Sp - Talrand#06333,Mike P - unwieldybiscuit#26471,2-1,,1,,,,,,
7/18/2023 0:16:29,Daniel G - Friskyhobbit#43185,Mitchel S - SpaghettiMitch#18619,2-0,,1,,,,,,
7/18/2023 12:47:31,Damian S - ButCrackMagic#71223,Nik S - njsiii#50504,2-1,,1,,,,,,
7/18/2023 17:20:33,Cody-Rayce MG - Rayce#56572,Eric S - Smitte#94855,2-0,,1,ggs bud,,,,,
7/18/2023 17:58:05,Cody-Rayce MG - Rayce#56572,Mitchel S - SpaghettiMitch#18619,2-1,,1,ggs mana :( pippin tho,,,,,
7/18/2023 18:38:26,Daniel G - Friskyhobbit#43185,Joe T - elasticity#07466,2-0,,1,,,,,,
7/18/2023 18:42:25,Damian S - ButCrackMagic#71223,Chris R - Sinkwater#27508,2-0,,1,,,,,,
7/18/2023 19:05:16,Caleb K - BlackEcho#09078,Joe T - elasticity#07466,2-1,,1,ggs,,,,,
7/18/2023 19:27:46,Damian S - ButCrackMagic#71223,Caleb K - BlackEcho#09078,2-0,,1,,,,,,
7/18/2023 20:37:45,Joe T - elasticity#07466,Wei C - Azayaka#83352,2-0,,1,,,,,,
7/18/2023 21:09:59,Adam S - wizma#29010,Phillip M - Fat_kitty#63794,2-0,,1,Good games!,,,,,
7/18/2023 21:42:52,Wei C - Azayaka#83352,Phillip M - Fat_kitty#63794,2-1,,1,,,,,,
7/18/2023 21:45:53,Caleb K - BlackEcho#09078,Yoshitake M - cradilygo#76222,2-0,,1,ggs,,,,,
7/18/2023 22:21:43,Eric S - Smitte#94855,Phillip M - Fat_kitty#63794,2-1,,1,,,,,,
7/18/2023 22:23:31,Johnny M - Johnny#69519,Wei C - Azayaka#83352,2-0,,1,,,,,,
7/18/2023 23:01:44,Caleb K - BlackEcho#09078,Michael M - Atombomb11991#07305,2-1,,1,ggs,,,,,
7/18/2023 23:43:40,Wei C - Azayaka#83352,Drake M - KoMODO#43282,2-1,,1,,,,,,
7/19/2023 17:45:07,Rafael F - Prudent#24319,Blake R - Trogdorr#20061,2-0,,1,,,,,,
7/19/2023 18:22:14,Blake R - Trogdorr#20061,Phillip M - Fat_kitty#63794,2-0,,1,rest in peace a hero,,,,,
7/19/2023 19:10:57,Daniel G - Friskyhobbit#43185,Blake R - Trogdorr#20061,2-1,,1,,,,,,
7/19/2023 20:46:15,Drake M - KoMODO#43282,Dan K - Fizishy#82483,2-1,,1,,,,,,
7/20/2023 18:47:43,Dustin D - Bloone#16018,Drake M - KoMODO#43282,2-1,,1,,,,,,
7/20/2023 19:20:15,Grey H - grensley#29260,Dustin D - Bloone#16018,2-1,,1,,,,,,
7/20/2023 19:45:19,Joe T - elasticity#07466,Dustin D - Bloone#16018,2-1,,1,,,,,,
7/20/2023 20:06:51,Joe T - elasticity#07466,Grey H - grensley#29260,2-1,,1,,,,,,
7/20/2023 22:22:53,Grey H - grensley#29260,Dan K - Fizishy#82483,2-1,,1,,,,,,
7/20/2023 23:22:30,Dan K - Fizishy#82483,Adam S - wizma#29010,2-0,,1,,,,,,
7/21/2023 0:35:47,Grey H - grensley#29260,Mitchel S - SpaghettiMitch#18619,2-0,,1,,,,,,
7/21/2023 2:23:28,Cody-Rayce MG - Rayce#56572,Dan K - Fizishy#82483,2-0,,1,ggs!,,,,,
7/21/2023 17:56:50,Cody-Rayce MG - Rayce#56572,Johnny M - Johnny#69519,2-1,,1,ggs bud,,,,,
7/21/2023 18:08:47,Sawyer T - soyboy#35469,Emmett F - Sepulchure#51526,2-0,,1,,,,,,
7/21/2023 18:29:08,Daniel G - Friskyhobbit#43185,Damian S - ButCrackMagic#71223,2-0,,1,,,,,,
7/21/2023 18:49:55,Emmett F - Sepulchure#51526,Philip B - Plipster#75000,2-0,,1,,,,,,
7/21/2023 18:50:33,Evan C - PeasOfCrab#00133,Cody-Rayce MG - Rayce#56572,2-0,,1,,,,,,
7/21/2023 18:57:53,Reed P - bigfingsnake#86869,Deven W - deven#51146,2-1,,1,,,,,,
7/21/2023 19:12:25,Emmett F - Sepulchure#51526,Pierre-Marc D - pmduguay#67919,2-1,,1,,,,,,
7/21/2023 19:48:46,Evan C - PeasOfCrab#00133,Wesley L - weslars#49889,2-1,,1,,,,,,
7/21/2023 19:53:32,Emmett F - Sepulchure#51526,Cody-Rayce MG - Rayce#56572,2-0,,1,,,,,,
7/21/2023 20:26:57,Sawyer T - soyboy#35469,Damian S - ButCrackMagic#71223,2-0,,1,,,,,,
7/21/2023 22:12:17,Bob P - HIT#08120,Dan K - Fizishy#82483,2-0,,1,,,,,,
7/21/2023 22:38:58,Paul G - TheDragon#61289,Sawyer T - soyboy#35469,2-0,,1,,,,,,
7/21/2023 23:16:38,Eric S - Smitte#94855,Caleb G - Whynaut#28590,2-0,,1,GGs,,,,,
7/21/2023 23:21:48,Michael B - Monkeymage#12141,Damian S - ButCrackMagic#71223,2-0,,1,,,,,,
7/21/2023 23:47:57,Rafael F - Prudent#24319,Damian S - ButCrackMagic#71223,2-0,,1,Wiggity woogity grab you a commander boogity,,,,,
7/22/2023 0:20:14,Michael B - Monkeymage#12141,Jack H - Rakic#98298,2-0,,1,,,,,,
7/22/2023 1:05:22,Jack H - Rakic#98298,Pedro D - Goombassa#17203,2-0,,1,,,,,,
7/22/2023 12:24:54,Jeremy E - Lhurgoyf#37289,Jack H - Rakic#98298,2-1,,1,"ggs man, crazy games",,,,,
7/22/2023 16:36:41,Evan C - PeasOfCrab#00133,John P - gokuorgohome#51511,2-0,,1,,,,,,
7/22/2023 17:04:23,Paul G - TheDragon#61289,James S - Zoid#33631,2-0,,1,,,,,,
7/22/2023 23:51:16,Bob P - HIT#08120,Steve T - strout#45062,2-1,,1,,,,,,
7/22/2023 23:53:38,Michael B - Monkeymage#12141,Tony G - YnotRock#76764,2-1,,1,,,,,,
7/23/2023 0:31:50,Tony G - YnotRock#76764,Reed P - bigfingsnake#86869,2-1,,1,,,,,,
7/23/2023 0:39:06,Maranda L - blackcanary#59791,Steve T - strout#45062,2-0,,1,,,,,,
7/23/2023 2:35:00,Paul G - TheDragon#61289,Rafael F - Prudent#24319,2-1,,1,,,,,,
7/23/2023 12:41:09,Evan C - PeasOfCrab#00133,Jeremy E - Lhurgoyf#37289,2-1,,1,,,,,,
7/23/2023 17:27:44,Caleb G - Whynaut#28590,Philip B - Plipster#75000,2-0,,1,,,,,,
7/23/2023 19:22:31,Dan A - BEATDOWNBRINGA#04779,Johnny M - Johnny#69519,2-1,,1,,,,,,
7/23/2023 20:20:04,Dan A - BEATDOWNBRINGA#04779,Bob P - HIT#08120,2-1,,1,,,,,,
7/23/2023 21:14:17,Adam S - wizma#29010,Pierre-Marc D - pmduguay#67919,2-1,,1,Faramirror :(,,,,,
7/23/2023 21:56:56,Caleb G - Whynaut#28590,Pierre-Marc D - pmduguay#67919,2-0,,1,,,,,,
7/23/2023 22:04:40,Sawyer T - soyboy#35469,Jordan M - JMTron#46639,2-1,,1,,,,,,
7/23/2023 22:35:34,Adam S - wizma#29010,Eric S - Smitte#94855,2-0,,1,Faramirror: Episode 2,,,,,
7/23/2023 22:46:45,Tony G - YnotRock#76764,Caleb G - Whynaut#28590,2-1,,1,,,,,,
7/23/2023 22:48:22,Jordan M - JMTron#46639,Daniel G - Friskyhobbit#43185,2-0,,1,,,,,,
7/24/2023 0:10:50,Michael B - Monkeymage#12141,Bob P - HIT#08120,2-0,,1,,,,,,
7/24/2023 2:55:43,Dan A - BEATDOWNBRINGA#04779,Paul G - TheDragon#61289,2-1,,1,,,,,,
7/24/2023 13:42:44,Tony G - YnotRock#76764,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,,,,,
7/24/2023 19:16:20,Dan A - BEATDOWNBRINGA#04779,Adam S - wizma#29010,2-1,,1,,,,,,
7/24/2023 21:53:55,Maranda L - blackcanary#59791,Nik S - njsiii#50504,2-0,,1,,,,,,
7/24/2023 22:31:03,Rafael F - Prudent#24319,Nik S - njsiii#50504,2-1,,1,Clean brawl week,,,,,
7/24/2023 22:57:04,Wei C - Azayaka#83352,Reed P - bigfingsnake#86869,2-0,,1,,,,,,
7/24/2023 23:28:38,Nik S - njsiii#50504,Wei C - Azayaka#83352,2-1,,1,,,,,,
7/25/2023 0:35:07,Wei C - Azayaka#83352,Rafael F - Prudent#24319,2-1,,1,,,,,,
7/25/2023 16:42:48,Sawyer T - soyboy#35469,Maranda L - blackcanary#59791,2-1,,1,,,,,,
7/25/2023 18:25:05,Rafael F - Prudent#24319,Joe T - elasticity#07466,2-0,,1,,,,,,
7/25/2023 19:14:06,Jordan M - JMTron#46639,Nik S - njsiii#50504,2-0,,1,,,,,,
7/25/2023 19:38:09,Maranda L - blackcanary#59791,Daniel G - Friskyhobbit#43185,2-1,,1,,,,,,
7/25/2023 22:31:09,Joe T - elasticity#07466,Reed P - bigfingsnake#86869,2-0,,1,,,,,,
7/26/2023 0:00:12,Jordan M - JMTron#46639,Michael B - Monkeymage#12141,2-1,,1,,,,,,
7/26/2023 21:05:54,Joe T - elasticity#07466,Philip B - Plipster#75000,2-1,,1,,,,,,
7/26/2023 22:47:56,Adam S - wizma#29010,Tony G - YnotRock#76764,2-1,,1,You got a Faramir win! No one can take that away from you!,,,,,
7/27/2023 0:01:44,Maranda L - blackcanary#59791,Caleb K - BlackEcho#09078,2-0,,1,,,,,,
7/27/2023 20:27:05,Maranda L - blackcanary#59791,Sean Sp - Talrand#06333,2-0,,1,,,,,,
7/27/2023 21:53:49,Grey H - grensley#29260,Sean Sp - Talrand#06333,2-0,,1,,,,,,
7/27/2023 21:55:34,Wei C - Azayaka#83352,Emmett F - Sepulchure#51526,2-1,,1,,,,,,
7/27/2023 22:43:19,Joe T - elasticity#07466,Wei C - Azayaka#83352,2-0,,1,,,,,,
7/28/2023 3:07:00,Wei C - Azayaka#83352,Daniel G - Friskyhobbit#43185,2-1,,1,,,,,,
7/28/2023 12:42:39,Adam S - wizma#29010,Drake M - KoMODO#43282,2-0,,1,Great games!!,,,,,
7/28/2023 13:46:08,Joe T - elasticity#07466,Drake M - KoMODO#43282,2-1,,1,,,,,,
7/28/2023 18:39:43,Emmett F - Sepulchure#51526,Damian S - ButCrackMagic#71223,2-1,,1,,,,,,
7/28/2023 19:16:27,Jordan M - JMTron#46639,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,,,,,
7/28/2023 20:21:15,Dan A - BEATDOWNBRINGA#04779,Emmett F - Sepulchure#51526,2-0,,1,,,,,,
7/29/2023 0:39:30,Sawyer T - soyboy#35469,Daniel G - Friskyhobbit#43185,2-1,,1,,,,,,
7/29/2023 11:48:41,Evan C - PeasOfCrab#00133,Nik S - njsiii#50504,2-0,,1,,,,,,
7/29/2023 14:06:42,Dan A - BEATDOWNBRINGA#04779,Reed P - bigfingsnake#86869,2-0,,1,,,,,,
7/29/2023 16:57:37,Tony G - YnotRock#76764,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,,,,,
7/29/2023 18:11:57,Adam S - wizma#29010,Joe T - elasticity#07466,2-0,,1,Good games!,,,,,
7/29/2023 18:43:53,Evan C - PeasOfCrab#00133,Adam S - wizma#29010,2-0,,1,,,,,,
7/29/2023 22:53:41,Maranda L - blackcanary#59791,Michael B - Monkeymage#12141,2-1,,1,,,,,,
7/30/2023 15:09:37,Maranda L - blackcanary#59791,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,,,,,
7/30/2023 17:09:22,Emmett F - Sepulchure#51526,Maranda L - blackcanary#59791,2-0,,1,,,,,,
7/30/2023 17:14:46,Michael B - Monkeymage#12141,Evan C - PeasOfCrab#00133,2-1,,1,,,,,,
7/30/2023 17:47:13,Emmett F - Sepulchure#51526,Michael B - Monkeymage#12141,2-1,,1,,,,,,
7/30/2023 18:44:21,Michael B - Monkeymage#12141,Sawyer T - soyboy#35469,2-0,,1,,,,,,
7/30/2023 19:55:16,Jordan M - JMTron#46639,Michael B - Monkeymage#12141,2-1,,1,,,,,,
7/30/2023 20:47:13,Sawyer T - soyboy#35469,Rafael F - Prudent#24319,2-0,,1,,,,,,
7/30/2023 21:17:22,Evan C - PeasOfCrab#00133,Rafael F - Prudent#24319,2-1,,1,,,,,,
7/30/2023 21:44:45,Sawyer T - soyboy#35469,Evan C - PeasOfCrab#00133,2-0,,1,,,,,,
7/30/2023 22:01:33,Rafael F - Prudent#24319,Emmett F - Sepulchure#51526,2-1,,1,,,,,,
7/30/2023 22:22:34,Evan C - PeasOfCrab#00133,Tony G - YnotRock#76764,2-0,,1,,,,,,
7/31/2023 18:13:03,Jordan M - JMTron#46639,Rafael F - Prudent#24319,2-1,,1,,,,,,
7/31/2023 23:11:15,Jordan M - JMTron#46639,Wei C - Azayaka#83352,2-0,,1,,,,,,
7/31/2023 23:38:31,Michael B - Monkeymage#12141,Wei C - Azayaka#83352,2-0,,1,,,,,,
8/1/2023 15:03:52,Tony G - YnotRock#76764,Rafael F - Prudent#24319,2-1,,1,,,,,,
8/1/2023 18:40:16,Maranda L - blackcanary#59791,Damian S - ButCrackMagic#71223,2-1,,1,,,,,,
8/1/2023 19:54:40,Sawyer T - soyboy#35469,Maranda L - blackcanary#59791,2-1,,1,,,,,,
8/1/2023 22:21:52,Jordan M - JMTron#46639,Tony G - YnotRock#76764,2-1,,1,,,,,,
