Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,,Punishment Pack choice?
1/28/2023 10:11:43,Shawn R - chuckygr#53420,Mike B - Xenomorph#62228,2-1,,1,,,
1/28/2023 10:56:27,Mike B - Xenomorph#62228,Johnny M - Johnny#69519,2-1,,1,,,
1/28/2023 11:45:13,Johnny M - Johnny#69519,Jeremy E - Lhurgoyf#37289,2-0,,1,,,
1/28/2023 12:04:57,Hugo D - HDila#61011,Nik S - njsiii#50504,2-1,,1,ggs,,
1/28/2023 12:33:32,Nik S - njsiii#50504,Evan C - PeasOfCrab#00133,2-1,,1,,,
1/28/2023 12:46:24,Hugo D - HDila#61011,Chris P - Joker01#66827,2-1,,1,gg,,
1/28/2023 12:50:56,Johnny M - Johnny#69519,Ryan D - TheSlickness#10857,2-1,,1,,,
1/28/2023 12:53:56,Chris Y - Yorke on Games#66909,Daniel G - FriskyHobbit#43185,2-0,,1,Bachelor's Party!!,,
1/28/2023 13:17:14,Michael M - Atombomb11991#07305,Duran V - SuperD#94636,2-0,,1,,,
1/28/2023 13:31:45,Zach C - ZachCarr#31881,Jake C - the_man_mulcahey#74753,2-1,,1,,,
1/28/2023 13:32:05,Chris Y - Yorke on Games#66909,Sawyer T - soyboy#35469,2-0,,1,Bachelor Party Part 2!!,,
1/28/2023 13:51:31,Johnny M - Johnny#69519,Duran V - SuperD#94636,2-0,,1,,,
1/28/2023 14:08:24,Brendan Y - Earthmover#56028,Chris Y - Yorke on Games#66909,2-0,,1,,,
1/28/2023 14:15:59,Michael M - Atombomb11991#07305,Hugo D - HDila#61011,2-1,,1,,,
1/28/2023 14:36:22,Brendan Y - Earthmover#56028,Shawn R - chuckygr#53420,2-0,,1,,,
1/28/2023 14:54:28,Johnny M - Johnny#69519,Michael M - Atombomb11991#07305,2-0,,1,,,
1/28/2023 15:51:42,Noah B - Sisco#71800,John P - gokuorgohome#51511,2-1,,1,GGs!,,
1/28/2023 16:27:06,Chris Y - Yorke on Games#66909,Zach C - ZachCarr#31881,2-0,,1,Periscopes down...,,
1/28/2023 16:56:06,Sawyer T - soyboy#35469,Adam S - wizma#29010,2-0,,1,,,
1/28/2023 17:20:29,Chris Y - Yorke on Games#66909,John P - gokuorgohome#51511,2-1,,1,"Fumble, but not Fatal",,
1/28/2023 17:23:27,Zach C - ZachCarr#31881,Shane K - Malfunktion#31013,2-1,,1,,,
1/28/2023 17:58:02,Lotte P - Lotte #93345,Ryland B - Sabre#8973,2-0,,1,,,
1/28/2023 18:01:01,Maranda L - BlackCanary#59791,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,,
1/28/2023 18:07:59,Adam S - wizma#29010,John P - gokuorgohome#51511,2-1,,1,Obs Ultimattttttte ftw,,
1/28/2023 18:08:09,Zach C - ZachCarr#31881,Nik S - njsiii#50504,2-1,,1,,,
1/28/2023 18:32:57,Emmett F - Sepulchure#51526,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,,
1/28/2023 18:39:07,Paul G - TheDragon#61289,Lotte P - Lotte #93345,2-1,,1,,,
1/28/2023 18:42:39,Jonathan R - Jraps#79124,Serge T - Sergyboy514#39979,2-1,,1,,,
1/28/2023 19:05:06,Caleb G - Whynaut#28590,Jonathan R - Jraps#79124,2-0,,1,,,
1/28/2023 20:01:13,Emmett F - Sepulchure#51526,Jesse R - Zephaer#38941,2-1,,1,,,
1/28/2023 21:25:26,Daniel G - FriskyHobbit#43185,Jonathan R - Jraps#79124,2-0,,1,,,
1/29/2023 1:51:00,Stephan J - Saeijou#27763,Hugo D - HDila#61011,2-0,,1,,,
1/29/2023 4:49:24,Jesse R - Zephaer#38941,Jordan M - JMTron#46639,2-0,,1,T,,
1/29/2023 5:32:32,Sawyer T - soyboy#35469,Jesse R - Zephaer#38941,2-1,,1,,,
1/29/2023 11:31:40,Jeremy E - Lhurgoyf#37289,Nik S - njsiii#50504,2-0,,1,,,
1/29/2023 13:03:41,Evan C - PeasOfCrab#00133,James T - RevisedIsland#19780,2-1,,1,,,
1/29/2023 13:06:45,Cody-Rayce MG - Rayce#56572,Jake C - the_man_mulcahey#74753,2-0,,1,ggs wp,,
1/29/2023 13:35:11,Brendan Y - Earthmover#56028,Daniel G - FriskyHobbit#43185,2-0,,1,,,
1/29/2023 14:09:34,Jordan M - JMTron#46639,Christopher S - Stemz#96067,2-1,,1,,,
1/29/2023 14:25:37,Brendan Y - Earthmover#56028,Ryland B - Sabre#8973,2-0,,1,,,
1/29/2023 15:18:19,Christopher S - Stemz#96067,Lotte P - Lotte #93345,2-1,,1,ggs,,
1/29/2023 15:44:12,Hugo D - HDila#61011,Amir A - HowDoesOneChoose#47480,2-1,,1,gg,,
1/29/2023 16:10:28,Evan C - PeasOfCrab#00133,Michael M - Atombomb11991#07305,2-1,,1,,,
1/29/2023 16:38:03,Paul G - TheDragon#61289,Richard K - preacher26#59445,2-1,,1,,,
1/29/2023 17:03:34,Richard K - preacher26#59445,Chris R - Sinkwater#27508,2-0,,1,,,
1/29/2023 17:03:54,Christopher S - Stemz#96067,Evan C - PeasOfCrab#00133,2-0,,1,ggs!,,
1/29/2023 19:49:52,Dan A - BEATDOWNBRINGA#04779,Noah B - Sisco#71800,2-1,,1,,,
1/29/2023 20:54:09,Noah B - Sisco#71800,Sawyer T - soyboy#35469,2-1,,1,GGs,,
1/29/2023 21:04:42,Christopher S - Stemz#96067,James T - RevisedIsland#19780,2-1,,1,gg,,
1/29/2023 21:55:56,Chris R - Sinkwater#27508,Ryan D - TheSlickness#10857,2-1,,1,,,
1/29/2023 23:16:06,Christopher S - Stemz#96067,Daniel G - FriskyHobbit#43185,2-0,,1,gg,,
1/29/2023 23:39:35,Maranda L - BlackCanary#59791,Jaidin M - MnemonicDevice#38774,2-1,,1,,,
1/30/2023 0:27:57,Justin P - Code Pigeon#84057,Jaidin M - MnemonicDevice#38774,2-1,,1,,,
1/30/2023 1:54:49,Justin P - Code Pigeon#84057,Jake C - the_man_mulcahey#74753,2-1,,1,,,
1/30/2023 12:52:45,Cody-Rayce MG - Rayce#56572,Jaidin M - MnemonicDevice#38774,2-0,,1,ggs wp lands ;_;,,
1/30/2023 13:27:37,Rafael F - Prudent#24319,Cody-Rayce MG - Rayce#56572,2-1,,1,gl,,
1/30/2023 14:13:48,Noah B - Sisco#71800,Chris P - Joker01#66827,2-0,,1,,,
1/30/2023 14:43:39,Paul G - TheDragon#61289,Rafael F - Prudent#24319,2-0,,1,,,
1/30/2023 15:28:51,Rafael F - Prudent#24319,Côme S - C_SM#79564,2-1,,1,=/,,
1/30/2023 17:41:29,Chris R - Sinkwater#27508,Jordan M - JMTron#46639,2-0,,1,,,
1/30/2023 18:01:44,Chris P - Joker01#66827,Emmett F - Sepulchure#51526,2-0,,1,,,
1/30/2023 19:35:25,Caleb G - Whynaut#28590,Christopher G - oompaloompa#65002,2-1,,1,,,
1/30/2023 20:54:53,Michael M - Atombomb11991#07305,Maranda L - BlackCanary#59791,2-0,,1,,,
1/30/2023 21:30:43,Chris R - Sinkwater#27508,Nicholas K - Bionick#55161,2-0,,1,,,
1/30/2023 22:28:04,Maranda L - BlackCanary#59791,Nicholas K - Bionick#55161,2-1,,1,,,
1/30/2023 22:40:37,Ryan D - TheSlickness#10857,Jeremy E - Lhurgoyf#37289,2-0,,1,,,
1/30/2023 23:35:59,Ryan D - TheSlickness#10857,Justin P - Code Pigeon#84057,2-1,,1,,,
1/31/2023 0:30:57,Jonathan R - Jraps#79124,Justin P - Code Pigeon#84057,2-1,,1,,,
1/31/2023 14:09:07,Chris P - Joker01#66827,Côme S - C_SM#79564,2-1,,1,,,
1/31/2023 16:54:36,Duran V - SuperD#94636,Noah B - Sisco#71800,2-1,,1,,,
1/31/2023 18:53:37,Jordan M - JMTron#46639,Christopher G - oompaloompa#65002,2-1,,1,,,
1/31/2023 21:03:01,Noel S - Stopgap#13873,Trevor F - treskies#75643,2-0,,1,,,
1/31/2023 21:46:46,Jake C - the_man_mulcahey#74753,Noel S - Stopgap#13873,2-0,,1,,,
1/31/2023 21:57:50,Trevor F - treskies#75643,Rafael F - Prudent#24319,2-1,,1,,,
1/31/2023 23:42:16,Trevor F - treskies#75643,Ryan D - TheSlickness#10857,2-0,,1,,,
2/1/2023 0:21:43,Trevor F - treskies#75643,Jonathan R - Jraps#79124,2-0,,1,,,
2/1/2023 12:32:51,James MI - ImJolt#28410,Adam S - wizma#29010,2-0,,1,,,
2/1/2023 14:37:30,Shane K - Malfunktion#31013,Rafael F - Prudent#24319,2-1,,1,,,
2/1/2023 15:13:09,Ryland B - Sabre#8973,Shane K - Malfunktion#31013,2-0,,1,,,
2/1/2023 18:12:41,Richard K - preacher26#59445,Christopher G - oompaloompa#65002,2-0,,1,,,
2/1/2023 18:31:40,Justin P - Code Pigeon#84057,Paul S - YungChunk#45977,2-0,,1,,,
2/1/2023 19:21:10,Christopher G - oompaloompa#65002,Gerardo L - SeductiveTurtle#91515,2-0,,1,,,
2/1/2023 19:45:37,Maranda L - BlackCanary#59791,James T - RevisedIsland#19780,2-0,,1,,,
2/1/2023 20:01:42,Paul S - YungChunk#45977,James MI - ImJolt#28410,2-1,,1,ggs,,
2/1/2023 22:45:57,Zeke W - smarmyplatapus#30066,Paul S - YungChunk#45977,2-0,,1,ggs!,,
2/1/2023 23:26:45,Zeke W - smarmyplatapus#30066,James MI - ImJolt#28410,2-0,,1,,,
2/2/2023 15:31:32,Paul G - TheDragon#61289,Mike B - Xenomorph#62228,2-0,,1,,,
2/2/2023 16:49:23,Jordan M - JMTron#46639,Mike B - Xenomorph#62228,2-0,,1,,,
2/2/2023 20:37:44,James T - RevisedIsland#19780,Emmett F - Sepulchure#51526,2-0,,1,GG sorry for g2,,
2/2/2023 21:09:36,Chris R - Sinkwater#27508,Ryland B - Sabre#8973,2-0,,1,,,
2/2/2023 21:28:35,Michael M - Atombomb11991#07305,Paul S - YungChunk#45977,2-0,,1,,,
2/3/2023 0:36:13,Sawyer T - soyboy#35469,Trevor F - treskies#75643,2-1,,1,,,
2/3/2023 13:15:09,Andrew H - hopnertz#98617,Stephan J - Saeijou#27763,2-1,,1,GGs,,
2/3/2023 13:48:06,Duran V - SuperD#94636,Andrew H - hopnertz#98617,2-1,,1,,,
2/3/2023 14:46:38,Duran V - SuperD#94636,James T - RevisedIsland#19780,2-0,,1,,,
2/3/2023 15:42:49,Warren M - LinkThePlaneswalker33#61905,Jeremy E - Lhurgoyf#37289,2-0,,1,,,
2/3/2023 16:09:59,Daniel G - FriskyHobbit#43185,Paul S - YungChunk#45977,2-0,,1,,,
2/3/2023 17:33:34,Jesse R - Zephaer#38941,Nik S - njsiii#50504,2-1,,1,O,,
2/3/2023 18:02:35,John P - gokuorgohome#51511,Johnny M - Johnny#69519,2-0,,1,,,
2/3/2023 18:05:35,Steve T - strout#45062,Paul G - TheDragon#61289,2-1,,1,,,
2/3/2023 18:46:52,Paul G - TheDragon#61289,Jeremy E - Lhurgoyf#37289,2-1,,1,,,
2/3/2023 18:58:10,Sawyer T - soyboy#35469,Chris P - Joker01#66827,2-0,,1,,,
2/3/2023 20:19:48,Zach C - ZachCarr#31881,Tony G - YnotRock#76764,2-1,,1,gg,,
2/3/2023 21:32:01,Steve T - strout#45062,Zach C - ZachCarr#31881,2-0,,1,,,
2/3/2023 22:32:09,Sawyer T - soyboy#35469,Brendan Y - Earthmover#56028,2-1,,1,,,
2/4/2023 1:05:58,Trevor F - treskies#75643,Paul G - TheDragon#61289,2-1,,1,,,
2/4/2023 1:38:42,Dan A - BEATDOWNBRINGA#04779,Jesse R - Zephaer#38941,2-0,,1,,,
2/4/2023 2:23:57,Jesse R - Zephaer#38941,Paul G - TheDragon#61289,2-1,,1,R,,
2/4/2023 3:28:48,Daniel G - FriskyHobbit#43185,Sawyer T - soyboy#35469,2-1,,1,,,
2/4/2023 13:20:10,Steve T - strout#45062,Mike B - Xenomorph#62228,2-0,,1,,,
2/4/2023 13:22:19,Lotte P - Lotte #93345,Adam S - wizma#29010,2-1,,1,,,
2/4/2023 14:30:00,Brendan Y - Earthmover#56028,Lotte P - Lotte #93345,2-1,,1,,,
2/4/2023 15:22:11,Steve T - strout#45062,Chris Y - Yorke on Games#66909,2-1,,1,,,
2/4/2023 15:24:27,Chris P - Joker01#66827,John P - gokuorgohome#51511,2-1,,1,,,
2/4/2023 15:39:27,Ryan D - TheSlickness#10857,Mike B - Xenomorph#62228,2-1,,1,,,
2/4/2023 16:17:07,Brendan Y - Earthmover#56028,Jesse R - Zephaer#38941,2-0,,1,,,
2/4/2023 16:38:14,Mike B - Xenomorph#62228,Lotte P - Lotte #93345,2-1,,1,,,
2/4/2023 16:43:06,Daniel G - FriskyHobbit#43185,Chris Y - Yorke on Games#66909,2-0,,1,,,
2/4/2023 17:57:46,Lotte P - Lotte #93345,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,,
2/4/2023 18:38:28,Dan A - BEATDOWNBRINGA#04779,Mike B - Xenomorph#62228,2-0,,1,,,
2/4/2023 19:15:08,Dan A - BEATDOWNBRINGA#04779,Tony G - YnotRock#76764,2-1,,1,,,
2/4/2023 19:32:19,Johnny M - Johnny#69519,Adam S - wizma#29010,2-1,,1,,,
2/4/2023 20:10:45,Richard K - preacher26#59445,Sawyer T - soyboy#35469,2-0,,1,,,
2/4/2023 21:09:25,Steve T - strout#45062,Daniel G - FriskyHobbit#43185,2-1,,1,,,
2/4/2023 22:34:30,Tony G - YnotRock#76764,Jordan M - JMTron#46639,2-0,,1,,,
2/4/2023 23:11:25,Jordan M - JMTron#46639,Noah B - Sisco#71800,2-0,,1,,,
2/4/2023 23:39:59,Johnny M - Johnny#69519,Jonathan R - Jraps#79124,2-0,,1,,,
2/4/2023 23:58:39,Tony G - YnotRock#76764,Noah B - Sisco#71800,2-0,,1,,,
2/5/2023 2:33:19,Daniel G - FriskyHobbit#43185,Hugo D - HDila#61011,2-1,,1,,,
2/5/2023 9:18:15,Richard K - preacher26#59445,Ryan D - TheSlickness#10857,2-1,,1,,,
2/5/2023 11:49:17,John P - gokuorgohome#51511,Nik S - njsiii#50504,2-0,,1,,,
2/5/2023 12:35:42,Michael M - Atombomb11991#07305,Ryan D - TheSlickness#10857,2-1,,1,,,
2/5/2023 12:54:15,Nik S - njsiii#50504,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,,
2/5/2023 13:11:06,Christopher G - oompaloompa#65002,Chris P - Joker01#66827,2-0,,1,,,
2/5/2023 13:32:58,Michael M - Atombomb11991#07305,Nik S - njsiii#50504,2-0,,1,,,
2/5/2023 14:08:30,Michael M - Atombomb11991#07305,Cody-Rayce MG - Rayce#56572,2-0,,1,,,
2/5/2023 14:09:41,Richard K - preacher26#59445,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,,
2/5/2023 14:11:11,Jesse R - Zephaer#38941,Lotte P - Lotte #93345,2-1,,1,!,,
2/5/2023 15:17:53,Hugo D - HDila#61011,Richard K - preacher26#59445,2-0,,1,,,
2/5/2023 20:08:57,John P - gokuorgohome#51511,Jordan M - JMTron#46639,2-1,,1,,,
2/5/2023 21:01:47,Johnny M - Johnny#69519,Brendan Y - Earthmover#56028,2-0,,1,,,
2/5/2023 22:54:31,Hugo D - HDila#61011,Cody-Rayce MG - Rayce#56572,2-1,,1,,,
2/5/2023 23:01:13,Christopher S - Stemz#96067,Maranda L - BlackCanary#59791,2-1,,1,gg,,
2/5/2023 23:36:51,Christopher S - Stemz#96067,Cody-Rayce MG - Rayce#56572,2-0,,1,gg,,
2/6/2023 0:17:07,Jonathan R - Jraps#79124,Hugo D - HDila#61011,2-0,,1,,,
2/6/2023 17:03:29,Emmett F - Sepulchure#51526,Noah B - Sisco#71800,2-0,,1,,,
2/6/2023 18:22:28,Johnny M - Johnny#69519,Richard K - preacher26#59445,2-1,,1,,,
2/6/2023 19:59:49,Chris Y - Yorke on Games#66909,Jordan M - JMTron#46639,2-1,,1,Feature match!,,
2/6/2023 20:32:20,Chris R - Sinkwater#27508,Daniel G - FriskyHobbit#43185,2-1,,1,,,
2/6/2023 20:51:46,John P - gokuorgohome#51511,Michael M - Atombomb11991#07305,2-0,,1,,,
2/6/2023 20:59:29,Christopher G - oompaloompa#65002,Chris Y - Yorke on Games#66909,2-1,,1,,,
2/6/2023 21:11:52,Justin P - Code Pigeon#84057,Maranda L - BlackCanary#59791,2-0,,1,,,
2/6/2023 21:57:56,Brendan Y - Earthmover#56028,Trevor F - treskies#75643,2-0,,1,,,
2/6/2023 22:47:01,Caleb G - Whynaut#28590,Tony G - YnotRock#76764,2-1,,1,,,
2/6/2023 23:36:35,Jeremy E - Lhurgoyf#37289,Justin P - Code Pigeon#84057,2-1,,1,,,
2/7/2023 0:19:35,Justin P - Code Pigeon#84057,Caleb G - Whynaut#28590,2-0,,1,,,
2/7/2023 15:30:19,Jake C - the_man_mulcahey#74753,John P - gokuorgohome#51511,2-1,,1,Insane games,,
2/7/2023 16:39:32,Caleb G - Whynaut#28590,Zach C - ZachCarr#31881,2-0,,1,,,
2/7/2023 17:44:19,Caleb G - Whynaut#28590,Chris R - Sinkwater#27508,2-0,,1,,,
2/7/2023 19:04:56,Maranda L - BlackCanary#59791,Emmett F - Sepulchure#51526,2-1,,1,,,
2/7/2023 19:39:52,Jake C - the_man_mulcahey#74753,Caleb G - Whynaut#28590,2-0,,1,,,
2/7/2023 20:27:30,Maranda L - BlackCanary#59791,Chris R - Sinkwater#27508,2-0,,1,,,
2/7/2023 21:16:42,Justin P - Code Pigeon#84057,Christopher G - oompaloompa#65002,2-1,,1,,,
2/7/2023 21:55:57,Cody-Rayce MG - Rayce#56572,Maranda L - BlackCanary#59791,2-1,,1,ggs wp,,
2/8/2023 0:02:28,Jeremy E - Lhurgoyf#37289,Christopher G - oompaloompa#65002,2-1,,1,,,
2/8/2023 14:01:27,Jake C - the_man_mulcahey#74753,Christopher S - Stemz#96067,2-1,,1,,,
2/8/2023 16:38:46,Zeke W - smarmyplatapus#30066,Jeremy E - Lhurgoyf#37289,2-1,,1,ggs!,,
2/8/2023 17:44:48,Christopher G - oompaloompa#65002,Jake C - the_man_mulcahey#74753,2-1,,1,,,
2/8/2023 18:47:05,Jake C - the_man_mulcahey#74753,Chris R - Sinkwater#27508,2-1,,1,,,
2/8/2023 20:56:50,Jaidin M - MnemonicDevice#38774,Adam S - wizma#29010,2-0,,1,,,
2/8/2023 20:57:05,Jaidin M - MnemonicDevice#38774,Zeke W - smarmyplatapus#30066,2-1,,1,,,
2/8/2023 23:33:05,Jaidin M - MnemonicDevice#38774,Chris P - Joker01#66827,2-1,,1,,,
2/8/2023 23:56:10,Jake C - the_man_mulcahey#74753,Zeke W - smarmyplatapus#30066,2-0,,1,,,
2/9/2023 0:14:06,Jaidin M - MnemonicDevice#38774,Justin P - Code Pigeon#84057,2-1,,1,ggs!,,
2/9/2023 23:49:54,Jeremy E - Lhurgoyf#37289,Zach C - ZachCarr#31881,2-0,,1,,,
2/10/2023 13:37:53,Jaidin M - MnemonicDevice#38774,Christopher S - Stemz#96067,2-0,,1,GL in W6,,
2/10/2023 17:36:09,Johnny M - Johnny#69519,Cody-Rayce MG - Rayce#56572,2-0,,1,,,
2/10/2023 18:36:55,Dan A - BEATDOWNBRINGA#04779,Jake C - the_man_mulcahey#74753,2-1,,1,,,
2/10/2023 19:13:19,Lotte P - Lotte #93345,Christopher G - oompaloompa#65002,2-1,,1,,,
2/10/2023 19:25:12,Jesse R - Zephaer#38941,Sawyer T - soyboy#35469,2-1,,1,!,,
2/10/2023 19:48:01,Jordan M - JMTron#46639,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,,
2/10/2023 20:51:15,Sawyer T - soyboy#35469,Steve T - strout#45062,2-1,,1,,,
2/10/2023 21:37:40,Jordan M - JMTron#46639,Steve T - strout#45062,2-0,,1,,,
2/10/2023 22:30:20,Caleb G - Whynaut#28590,Johnny M - Johnny#69519,2-0,,1,,,
2/10/2023 23:29:43,Johnny M - Johnny#69519,Jeremy E - Lhurgoyf#37289,2-0,,1,,,
2/10/2023 23:56:15,Johnny M - Johnny#69519,Tony G - YnotRock#76764,2-0,,1,,,
2/11/2023 11:59:46,Jesse R - Zephaer#38941,Caleb G - Whynaut#28590,2-1,,1,!,,
2/11/2023 13:44:28,Jesse R - Zephaer#38941,Lotte P - Lotte #93345,2-0,,1,!,,
2/11/2023 15:03:53,Daniel G - FriskyHobbit#43185,Brendan Y - Earthmover#56028,2-0,,1,,,
2/11/2023 16:41:19,Tony G - YnotRock#76764,Christopher S - Stemz#96067,2-1,,1,,,
2/12/2023 12:13:35,Jordan M - JMTron#46639,Lotte P - Lotte #93345,2-1,,1,,,
2/12/2023 13:17:39,Johnny M - Johnny#69519,Zach C - ZachCarr#31881,2-1,,1,,,
2/13/2023 12:09:31,Dan A - BEATDOWNBRINGA#04779,Tony G - YnotRock#76764,2-1,,1,,,
2/13/2023 13:33:15,Jordan M - JMTron#46639,Jesse R - Zephaer#38941,2-1,,1,,,
2/13/2023 17:57:18,Jake C - the_man_mulcahey#74753,Jaidin M - MnemonicDevice#38774,2-0,,1,,,
2/13/2023 20:45:51,Daniel G - FriskyHobbit#43185,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,,
2/13/2023 22:34:20,Sawyer T - soyboy#35469,Caleb G - Whynaut#28590,2-0,,1,,,
2/13/2023 23:56:09,Sawyer T - soyboy#35469,Jake C - the_man_mulcahey#74753,2-0,,1,,,
2/14/2023 1:35:10,Jesse R - Zephaer#38941,Daniel G - FriskyHobbit#43185,2-1,,1,!,,
2/15/2023 0:25:02,Jordan M - JMTron#46639,Sawyer T - soyboy#35469,2-0,,1,,,
2/15/2023 1:14:42,Daniel G - FriskyHobbit#43185,Sawyer T - soyboy#35469,2-0,,1,,,
2/16/2023 23:57:50,Jordan M - JMTron#46639,Daniel G - FriskyHobbit#43185,2-0,,1,,,
,,,,,1,,,
