Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Punishment Pack,,Punishment Pack choice?
5/23/2023 23:51:40,Chris P - Joker01#66827,Daniel G - FriskyHobbit#43185,2-1,,1,,MOM,,
5/24/2023 13:42:03,Noah B - Sisco#71800,Eric S - Smitte#94855,2-1,,1,,ELIMINATION,,
5/24/2023 15:50:58,Maranda L - BlackCanary#59791,John R - Ged#72302,2-0,,1,,ONE,,
5/24/2023 16:48:04,Jake C - the_man_mulcahey#74753,John R - Ged#72302,2-1,,1,close ones!,ONE,,
5/24/2023 18:51:15,Chris P - Joker01#66827,Nicholas K - Bionick#55161,2-0,,1,,ELIMINATION,,
5/24/2023 23:21:08,Noah B - Sisco#71800,Mitchel S - SpaghettiMitch#18619,2-0,,1,,THB,,
5/24/2023 23:48:24,Noah B - Sisco#71800,Chris P - Joker01#66827,2-0,,1,,ELD,,
5/25/2023 0:12:47,Chris P - Joker01#66827,James S - TortillaThePun#11942,2-0,,1,,NEO,,
5/25/2023 1:19:03,Adam S - wizma#29010,James S - TortillaThePun#11942,2-1,,1,See Double Yorion Skaab looop!! Ggs see you next League!,ELIMINATION,,
5/25/2023 19:16:14,Trevor F - treskies#75643,Adam S - wizma#29010,2-0,,1,,THB,,
5/25/2023 20:03:48,Daniel G - FriskyHobbit#43185,Trevor F - treskies#75643,2-1,,1,,NEO,,
5/25/2023 21:34:29,Richard K - preacher26#59445,Johnny M - Johnny#69519,2-1,,1,,ELIMINATION,,
5/26/2023 2:13:34,Trevor F - treskies#75643,Mitchel S - SpaghettiMitch#18619,2-1,,1,summoning a dope pack for my man mitch,M20,,
5/26/2023 15:37:13,Jake C - the_man_mulcahey#74753,Mitchel S - SpaghettiMitch#18619,2-0,,1,,XLN,,
5/26/2023 16:08:23,Jake C - the_man_mulcahey#74753,Trevor F - treskies#75643,2-0,,1,,ELIMINATION,,
5/26/2023 18:33:50,Maranda L - BlackCanary#59791,Lotte P - Lotte #93345,2-1,,1,,THB,,
5/26/2023 18:52:51,Evan C - PeasOfCrab#00133,Sawyer T - soyboy#35469,2-1,,1,,THB,,
5/26/2023 19:29:51,Sawyer T - soyboy#35469,Lotte P - Lotte #93345,2-0,,1,,ELIMINATION,,
5/26/2023 19:59:01,Maranda L - BlackCanary#59791,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,ELIMINATION,,
5/26/2023 20:56:19,Daniel G - FriskyHobbit#43185,Caleb G - Whynaut#28590,2-0,,1,,KHM,,
5/26/2023 21:19:52,Jake C - the_man_mulcahey#74753,Evan C - PeasOfCrab#00133,2-0,,1,,ELIMINATION,,
5/26/2023 22:29:07,Maranda L - BlackCanary#59791,Wesley K - weslars#49889,2-0,,1,,ELIMINATION,,
5/26/2023 23:18:11,Noah B - Sisco#71800,Reed P - bigfingsnake#86869,2-1,,1,,ELIMINATION,,
5/27/2023 0:20:49,Philip B - Plipster#75000,Adam S - wizma#29010,2-0,,1,,M21,,
5/27/2023 1:12:33,Sawyer T - soyboy#35469,Chris P - Joker01#66827,2-1,,1,,THB,,
5/27/2023 12:17:47,Caleb G - Whynaut#28590,Richard K - preacher26#59445,2-1,,1,,ELD,,
5/27/2023 14:03:23,Sawyer T - soyboy#35469,Caleb G - Whynaut#28590,2-0,,1,,KHM,,
5/27/2023 14:24:09,Daniel G - FriskyHobbit#43185,Richard K - preacher26#59445,2-0,,1,,ELD,,
5/27/2023 15:49:49,Noah B - Sisco#71800,Sean Sp - Talrand#06333,2-0,,1,,M20,,
5/27/2023 16:21:55,Sean Sp - Talrand#06333,Daniel G - FriskyHobbit#43185,2-0,,1,,M21,,
5/27/2023 20:33:10,Caleb G - Whynaut#28590,Chris P - Joker01#66827,2-0,,1,,ELD,,
5/27/2023 22:49:30,Adam S - wizma#29010,John R - Ged#72302,2-1,,1,See you next league Partner!,ELIMINATION,,
5/27/2023 23:40:37,Adam S - wizma#29010,Chris P - Joker01#66827,2-1,,1,"Great games, sorry to knock you out!",ELIMINATION,,
5/28/2023 0:09:32,Noah B - Sisco#71800,Jake C - the_man_mulcahey#74753,2-1,,1,,KHM,,
5/28/2023 13:10:57,Richard K - preacher26#59445,Jake C - the_man_mulcahey#74753,2-1,,1,,KHM,,
5/28/2023 14:24:15,Sean Sp - Talrand#06333,Pierre-Marc D - pmduguay#67919,2-1,,1,,MOM,,
5/28/2023 15:45:12,Sean Sp - Talrand#06333,Jake C - the_man_mulcahey#74753,2-0,,1,,ELD,,
5/28/2023 16:25:20,Caleb G - Whynaut#28590,Jake C - the_man_mulcahey#74753,2-1,,1,,ELIMINATION,,
5/28/2023 21:31:11,Adam S - wizma#29010,Richard K - preacher26#59445,2-1,,1,,ELD,,
5/28/2023 22:18:27,Maranda L - BlackCanary#59791,Pierre-Marc D - pmduguay#67919,2-0,,1,,MOM,,
5/28/2023 22:57:29,Noah B - Sisco#71800,Pierre-Marc D - pmduguay#67919,2-0,,1,,MOM,,
5/28/2023 23:20:06,Pierre-Marc D - pmduguay#67919,Adam S - wizma#29010,2-1,,1,,M21,,
5/29/2023 0:08:55,Maranda L - BlackCanary#59791,Noah B - Sisco#71800,2-0,,1,,ELIMINATION,,
5/29/2023 1:03:21,Philip B - Plipster#75000,Daniel G - FriskyHobbit#43185,2-0,,1,,M21,,
5/29/2023 20:43:15,Pierre-Marc D - pmduguay#67919,Richard K - preacher26#59445,2-0,,1,,M21,,
5/29/2023 21:34:25,Daniel G - FriskyHobbit#43185,Adam S - wizma#29010,2-1,,1,,ELIMINATION,,
5/30/2023 1:52:20,Philip B - Plipster#75000,Mitchel S - SpaghettiMitch#18619,2-1,,1,,ZNR,,
5/30/2023 3:58:00,Sawyer T - soyboy#35469,Philip B - Plipster#75000,2-1,,1,,ELIMINATION,,
5/30/2023 22:13:12,Mitchel S - SpaghettiMitch#18619,Daniel G - FriskyHobbit#43185,2-1,,1,thanks for the list!,M21,,
6/1/2023 0:03:43,Mitchel S - SpaghettiMitch#18619,Sean Sp - Talrand#06333,2-1,,1,Good luck to top 8!,ELD,,
