Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Messaged?,Was this match a Duel?
5/11/2024 15:52:06,Alexis M - Alexsfly#67052,Dave T - RestiveNebula#74573,2-1,,1,,1,No
5/11/2024 16:51:39,Edgar A - PlayfulTerror#04926,Alexis M - Alexsfly#67052,2-0,,1,gg's,1,No
5/11/2024 16:52:04,John P - gokuorgohome#51511,Cédric L - Hota#65816,2-1,,1,,1,No
5/11/2024 17:31:59,John P - gokuorgohome#51511,Nick H - JetPilot#02453,2-1,,1,,1,No
5/11/2024 17:44:34,Caleb G - Whynaut#28590,Cédric L - Hota#65816,2-1,,1,,1,No
5/11/2024 17:56:01,Evan C - PeasOfCrab#00133,John P - gokuorgohome#51511,2-0,,1,,1,No
5/11/2024 18:01:17,MItchel S - SpaghettiMitch#18619,Zeke W - smarmyplatapus#30066,2-1,,1,,1,Yes
5/11/2024 18:20:42,Evan C - PeasOfCrab#00133,Caleb G - Whynaut#28590,2-1,,1,,1,No
5/11/2024 18:43:20,Sawyer T - soyboy#35469,Cédric L - Hota#65816,2-1,,1,,1,No
5/11/2024 19:10:05,Alexandre GA - AGA#86404,Evan C - PeasOfCrab#00133,2-0,,1,,1,No
5/11/2024 19:54:17,Chris O - Chriso91#46230,Alexis M - Alexsfly#67052,2-0,,1,,1,No
5/11/2024 20:28:17,Jack H - Rakic#98298,Chris R - Sinkwater#27508,2-1,,1,,1,No
5/11/2024 21:27:14,Kevin I - kni1993#29285,Chris R - Sinkwater#27508,2-1,,1,,1,No
5/11/2024 22:17:26,Jeremy E - Lhurgoyf#37289,MItchel S - SpaghettiMitch#18619,2-0,,1,,1,Yes
5/11/2024 22:52:01,Jack H - Rakic#98298,Caleb G - Whynaut#28590,2-0,,1,,1,Yes
5/11/2024 22:53:31,Ryan M - rrrn22#32842,Chris R - Sinkwater#27508,2-1,,1,,1,No
5/11/2024 22:54:23,Dan H - dan12456#37617,Bob P - HIT#08120,2-0,,1,,1,No
5/11/2024 23:20:37,Jack H - Rakic#98298,Bob P - HIT#08120,2-1,,1,,1,No
5/12/2024 1:06:40,Jack H - Rakic#98298,Shuo L - Tamamo#30654,2-1,,1,,1,Yes
5/12/2024 6:53:34,Alexandre GA - AGA#86404,Luke G - Juno#19210,2-0,,1,,1,No
5/12/2024 8:33:02,Evan L - Evan#97713,John R - Ged#72302,2-0,,1,,1,No
5/12/2024 10:30:38,Dirk E - BegginBlue#16667,Alexandre GA - AGA#86404,2-0,,1,,1,No
5/12/2024 10:56:36,Julian K - Citizen_Snippies#31245,Evan C - PeasOfCrab#00133,2-1,,1,,1,No
5/12/2024 11:18:49,Evan L - Evan#97713,John P - gokuorgohome#51511,2-1,,1,,1,No
5/12/2024 11:33:27,Richard K - preacher26#59445,Julian K - Citizen_Snippies#31245,2-0,,1,,1,No
5/12/2024 12:23:21,Evan L - Evan#97713,Jack H - Rakic#98298,2-0,,1,,1,No
5/12/2024 13:05:00,Matthias H - Rezreh#11308,Chris D - Stereolab#37691,2-0,,1,,1,Yes
5/12/2024 14:20:15,Jordan M - JMTron#46639,Rafael F - Prudent#24319,2-1,,1,,1,No
5/12/2024 15:23:32,Ryan M - rrrn22#32842,James Mc - fireball#69952,2-1,,1,,1,No
5/12/2024 15:49:08,Paul G - TheDragon#61289,Steve T - strout#45062,2-0,,1,,1,Yes
5/12/2024 15:49:38,Ryan M - rrrn22#32842,Edgar A - PlayfulTerror#04926,2-0,,1,,1,No
5/12/2024 16:16:34,Alexis R - Lexabombtastic#98940,Jeremy E - Lhurgoyf#37289,2-1,,1,,1,No
5/12/2024 16:32:56,Steve T - strout#45062,Jordan M - JMTron#46639,2-0,,1,GGs!,1,Yes
5/12/2024 16:34:31,Chris D - Stereolab#37691,Joaquin E - DiabolicMachine#23891,2-1,,1,,1,Yes
5/12/2024 16:45:21,Alexis R - Lexabombtastic#98940,Joseph H - Sexcellence#51112,2-0,,1,,1,No
5/12/2024 17:18:25,Joseph H - Sexcellence#51112,Jeremy E - Lhurgoyf#37289,2-1,,1,,1,No
5/12/2024 18:24:21,Chris D - Stereolab#37691,Josh T - jathornton#23245,2-0,,1,,1,No
5/12/2024 18:58:51,Josh T - jathornton#23245,Phillip M - Fat_kitty#63794,2-0,,1,,1,No
5/12/2024 19:39:07,Chris D - Stereolab#37691,Phillip M - Fat_kitty#63794,2-0,,1,,1,No
5/12/2024 20:02:05,Nick W - Wheelo#89557,Dan H - dan12456#37617,2-1,,1,,1,No
5/12/2024 20:27:44,Nick W - Wheelo#89557,Chris D - Stereolab#37691,2-0,,1,,1,No
5/12/2024 20:57:23,Adam S - wizma#29010,Shuo L - Tamamo#30654,2-1,,1,Close match! Nice duelling with you!,1,Yes
5/12/2024 21:16:54,Ryan M - rrrn22#32842,Dan H - dan12456#37617,2-0,,1,,1,No
5/12/2024 22:03:10,Dan H - dan12456#37617,Evan L - Evan#97713,2-0,,1,,1,No
5/12/2024 22:23:48,Sawyer T - soyboy#35469,Chris R - Sinkwater#27508,2-0,,1,,1,No
5/12/2024 22:28:54,Julian K - Citizen_Snippies#31245,Evan L - Evan#97713,2-1,,1,,1,No
5/12/2024 23:20:28,Sawyer T - soyboy#35469,Julian K - Citizen_Snippies#31245,2-0,,1,,1,Yes
5/12/2024 23:24:32,Chris O - Chriso91#46230,Andrew M - Robespierre#01976,2-0,,1,,1,Yes
5/13/2024 0:00:20,Wei C - Azayaka#83352,Andrew M - Robespierre#01976,2-0,,1,,1,Yes
5/13/2024 0:09:36,Emmett F - Sepulchure#51526,Preston B - Vorbis#46420,2-0,,1,,1,No
5/13/2024 0:34:44,Chris O - Chriso91#46230,Sawyer T - soyboy#35469,2-1,,1,,1,Yes
5/13/2024 1:26:51,Philip B - Plipster#75000,Andrew M - Robespierre#01976,2-0,,1,,1,No
5/13/2024 10:33:27,Enrique O - Caex#39549,Richard K - preacher26#59445,2-1,,1,,1,No
5/13/2024 10:41:17,Adam S - wizma#29010,Dan A - BEATDOWNBRINGA#04779,2-0,,1,"Nice duellin with ya, parner",1,Yes
5/13/2024 11:09:39,Dan A - BEATDOWNBRINGA#04779,Thijn H - Thi-Jin#83537,2-1,,1,,1,No
5/13/2024 12:36:51,Steve T - strout#45062,Demeow L - Demeow#40405,2-0,,1,GGs!,1,No
5/13/2024 13:56:32,Lotte P - Lotte #93345,Cody-Rayce MG - Rayce#56572,2-1,,1,,1,Yes
5/13/2024 14:21:28,Eric S - smitte#94855,Philip B - Plipster#75000,2-0,,1,,1,No
5/13/2024 14:28:20,Duncan M - RobRoyDuncan#16652,Lotte P - Lotte #93345,2-0,,1,,1,Yes
5/13/2024 15:02:51,Cody-Rayce MG - Rayce#56572,Eric S - smitte#94855,2-1,,1,ggs,1,No
5/13/2024 15:07:15,Johnny M - Johnny#69519,John R - Ged#72302,2-1,,1,,1,No
5/13/2024 15:24:20,Johnny M - Johnny#69519,Philip B - Plipster#75000,2-1,,1,,1,No
5/13/2024 15:31:14,John R - Ged#72302,Eric S - smitte#94855,2-0,,1,ggs,1,No
5/13/2024 16:01:03,Johnny M - Johnny#69519,Joaquin E - DiabolicMachine#23891,2-0,,1,,1,No
5/13/2024 16:53:29,Johnny M - Johnny#69519,Emmett F - Sepulchure#51526,2-1,,1,Stips are hard,1,Yes
5/13/2024 17:14:01,Steve T - strout#45062,Christian L - xXalpineXx#54284,2-0,,1,GGs!,1,No
5/13/2024 17:39:42,Steve T - strout#45062,Dustin D - Bloone#16018,2-0,,1,GGs!,1,No
5/13/2024 18:11:24,Christian L - xXalpineXx#54284,John P - gokuorgohome#51511,2-1,,1,,1,No
5/13/2024 18:36:45,Justin P - Code Pigeon#84057,Marley L - BeautyAndTheGitrog#98732,2-0,,1,,1,No
5/13/2024 19:24:27,Justin P - Code Pigeon#84057,Maranda L - BlackCanary#59791,2-1,,1,,1,No
5/13/2024 19:50:49,Adam S - wizma#29010,Dirk E - BegginBlue#16667,2-0,,1,Feature Match! Great games,1,No
5/13/2024 19:58:13,Edgar A - PlayfulTerror#04926,Dan H - dan12456#37617,2-1,,1,gg's,1,No
5/13/2024 20:04:37,Bryan G - Fedaykin98#12204,Mathieu D - madmat46#11537,2-0,,1,Feel better soon!,1,No
5/13/2024 20:05:14,Justin P - Code Pigeon#84057,Nicholas K - Bionick#55161,2-1,,1,,1,No
5/13/2024 20:11:53,Emmett F - Sepulchure#51526,Jordan M - JMTron#46639,2-1,,1,,1,Yes
5/13/2024 20:32:04,Mathieu L - Wayl0n#81231,Justin P - Code Pigeon#84057,2-0,,1,,1,No
5/13/2024 20:40:17,Nicholas K - Bionick#55161,Christian L - xXalpineXx#54284,2-1,,1,,1,No
5/13/2024 20:57:28,Chris Y - Yorke on Games#66909,Joaquin E - DiabolicMachine#23891,2-1,,1,Rapid Turtle!!,1,No
5/13/2024 21:07:27,Sawyer T - soyboy#35469,Nicholas K - Bionick#55161,2-0,,1,,1,No
5/13/2024 21:28:03,Emmett F - Sepulchure#51526,Bryan G - Fedaykin98#12204,2-0,,1,,1,No
5/13/2024 21:31:12,Nicholas K - Bionick#55161,Rafael F - Prudent#24319,2-1,,1,,1,No
5/13/2024 22:34:39,Jeremy E - Lhurgoyf#37289,Caleb G - Whynaut#28590,2-1,,1,,1,No
5/13/2024 22:38:45,Justin P - Code Pigeon#84057,Enrique O - Caex#39549,2-0,,1,,1,No
5/14/2024 0:38:25,Ryan M - rrrn22#32842,Demeow L - Demeow#40405,2-0,,1,,1,No
5/14/2024 2:38:37,Wei C - Azayaka#83352,Philip B - Plipster#75000,2-0,,1,,1,No
5/14/2024 9:29:41,Bryan G - Fedaykin98#12204,Wyatt C - hotdolphin#30769,2-0,,1,Enjoyed the chat!,1,No
5/14/2024 12:44:19,Duncan M - RobRoyDuncan#16652,Richard K - preacher26#59445,2-0,,1,,1,Yes
5/14/2024 13:35:57,Wei C - Azayaka#83352,Matthias H - Rezreh#11308,2-0,,1,,1,No
5/14/2024 15:19:36,Dustin D - Bloone#16018,Joaquin E - DiabolicMachine#23891,2-1,,1,,1,No
5/14/2024 15:36:34,Matthias H - Rezreh#11308,Max K - Lenindner#14296,2-0,,1,,1,No
5/14/2024 15:58:55,John R - Ged#72302,Marley L - BeautyAndTheGitrog#98732,2-1,,1,OMG...all the topdecks!,1,No
5/14/2024 18:10:13,Mathieu L - Wayl0n#81231,Phillip M - Fat_kitty#63794,2-0,,1,,1,No
5/14/2024 18:37:20,Marley L - BeautyAndTheGitrog#98732,Shuo L - Tamamo#30654,2-1,,1,,1,No
5/14/2024 19:13:29,Niko G - Thundertnuc#90488,Christian L - xXalpineXx#54284,2-0,,1,,1,Yes
5/14/2024 19:41:45,Maranda L - BlackCanary#59791,Alexis R - Lexabombtastic#98940,2-1,,1,,1,No
5/14/2024 19:42:52,Niko G - Thundertnuc#90488,Nicholas K - Bionick#55161,2-1,,1,,1,No
5/14/2024 19:47:08,Christian L - xXalpineXx#54284,Edgar A - PlayfulTerror#04926,2-0,,1,,1,No
5/14/2024 20:49:58,Daniel G - FriskyHobbit#43185,Mathieu D - madmat46#11537,2-0,,1,,1,No
5/14/2024 21:30:02,Zeke W - smarmyplatapus#30066,Matt K - KirbyKong#37457,2-0,,1,,1,No
5/14/2024 21:53:26,Zeke W - smarmyplatapus#30066,Joseph H - Sexcellence#51112,2-1,,1,,1,No
5/14/2024 22:18:01,Wei C - Azayaka#83352,Nik S - njsiii#50504,2-1,,1,,1,No
5/14/2024 22:28:31,Joseph H - Sexcellence#51112,Preston B - Vorbis#46420,2-1,,1,,1,No
5/14/2024 22:52:06,Cody-Rayce MG - Rayce#56572,Alexis R - Lexabombtastic#98940,2-0,,1,ggs,1,Yes
5/14/2024 22:54:31,James M - Sol_Ring#09384,Nik S - njsiii#50504,2-0,,1,,1,No
5/14/2024 23:17:57,Mathieu L - Wayl0n#81231,Josh T - jathornton#23245,2-0,,1,,1,No
5/15/2024 0:01:54,Ryan D - TheSlickness#10857,Alexis R - Lexabombtastic#98940,2-1,,1,,1,Yes
5/15/2024 0:37:15,James M - Sol_Ring#09384,MItchel S - SpaghettiMitch#18619,2-1,,1,,1,No
5/15/2024 12:19:32,Duncan M - RobRoyDuncan#16652,Wesley C - GigaVoltaic#11782,2-0,,1,Bounty - the coconut kick to the face!,1,No
5/15/2024 13:23:59,Richard K - preacher26#59445,Ryan D - TheSlickness#10857,2-1,,1,,1,Yes
5/15/2024 13:38:42,Alexandre GA - AGA#86404,Emmett F - Sepulchure#51526,2-1,,1,,1,No
5/15/2024 14:25:22,Cody-Rayce MG - Rayce#56572,Nick H - JetPilot#02453,2-0,,1,ggs,1,No
5/15/2024 15:52:40,Nick H - JetPilot#02453,Wesley C - GigaVoltaic#11782,2-1,,1,Crazy final game!,1,No
5/15/2024 15:58:57,MItchel S - SpaghettiMitch#18619,Paul G - TheDragon#61289,2-1,,1,,1,No
5/15/2024 17:42:58,Maranda L - BlackCanary#59791,Zach L - Redwood#12970,2-1,,1,,1,No
5/15/2024 18:31:36,Paul G - TheDragon#61289,Zach L - Redwood#12970,2-1,,1,,1,No
5/15/2024 19:16:05,Ryan D - TheSlickness#10857,Phillip M - Fat_kitty#63794,2-0,,1,,1,No
5/15/2024 19:46:09,Edgar A - PlayfulTerror#04926,Julian K - Citizen_Snippies#31245,2-0,,1,gg's,1,No
5/15/2024 20:04:33,Ryan D - TheSlickness#10857,Niko G - Thundertnuc#90488,2-0,,1,,1,No
5/15/2024 21:07:16,Ryan D - TheSlickness#10857,Nik S - njsiii#50504,2-0,,1,,1,No
5/15/2024 23:33:48,Preston B - Vorbis#46420,MItchel S - SpaghettiMitch#18619,2-0,,1,,1,No
5/16/2024 0:19:52,Enrique O - Caex#39549,Cody-Rayce MG - Rayce#56572,2-1,,1,,1,No
5/16/2024 1:15:24,James M - Sol_Ring#09384,Bryan G - Fedaykin98#12204,2-1,,1,,1,No
5/16/2024 1:43:49,Matt K - KirbyKong#37457,Jordan M - JMTron#46639,2-1,,1,,1,No
5/16/2024 7:16:25,Adam S - wizma#29010,Max K - Lenindner#14296,2-1,,1,"Sorry about the mulls, ggs!",1,No
5/16/2024 10:47:22,Enrique O - Caex#39549,Matt K - KirbyKong#37457,2-0,,1,,1,No
5/16/2024 12:26:28,Duncan M - RobRoyDuncan#16652,Matthias H - Rezreh#11308,2-0,,1,,1,No
5/16/2024 13:01:13,Wyatt C - hotdolphin#30769,Max K - Lenindner#14296,2-1,,1,,1,No
5/16/2024 13:08:12,Ron C - Lennor#52740,Dustin D - Bloone#16018,2-0,,1,,1,No
5/16/2024 13:36:19,Dustin D - Bloone#16018,Max K - Lenindner#14296,2-0,,1,,1,No
5/16/2024 13:57:54,Zach L - Redwood#12970,Dustin D - Bloone#16018,2-0,,1,,1,No
5/16/2024 14:01:56,Max K - Lenindner#14296,Will M - Hakei#28570,2-0,,1,gg,1,No
5/16/2024 14:02:22,Maranda L - BlackCanary#59791,Joe T - elasticity#07466,2-1,,1,,1,No
5/16/2024 14:40:42,Zach L - Redwood#12970,Zeke W - smarmyplatapus#30066,2-1,,1,,1,No
5/16/2024 14:51:43,Nick H - JetPilot#02453,Will M - Hakei#28570,2-1,,1,,1,No
5/16/2024 15:10:53,Zach L - Redwood#12970,Max K - Lenindner#14296,2-0,,1,,1,No
5/16/2024 15:39:45,Zach L - Redwood#12970,Will M - Hakei#28570,2-0,,1,,1,No
5/16/2024 17:50:03,Wesley C - GigaVoltaic#11782,Christopher G - oompaloompa#65002,2-0,,1,GGs,1,No
5/16/2024 18:13:01,Christopher G - oompaloompa#65002,Phillip M - Fat_kitty#63794,2-0,,1,,1,No
5/16/2024 18:35:40,Maranda L - BlackCanary#59791,Jaidin M - MnemonicDevice#38774,2-1,,1,,1,No
5/16/2024 19:14:05,Nik S - njsiii#50504,Mathieu L - Wayl0n#81231,2-0,,1,,1,No
5/16/2024 19:27:23,Christopher G - oompaloompa#65002,James M - Sol_Ring#09384,2-1,,1,,1,No
5/16/2024 19:39:01,Mathieu D - madmat46#11537,Michael M - Atombomb11991#07305,2-1,,1,,1,No
5/16/2024 20:16:44,Mathieu D - madmat46#11537,Niko G - Thundertnuc#90488,2-0,,1,,1,No
5/16/2024 20:32:10,Philip B - Plipster#75000,Nik S - njsiii#50504,2-1,,1,,1,No
5/16/2024 20:42:19,Mathieu D - madmat46#11537,Mathieu L - Wayl0n#81231,2-1,,1,,1,No
5/16/2024 20:47:22,Jordan M - JMTron#46639,Nick H - JetPilot#02453,2-0,,1,,1,No
5/16/2024 21:06:11,Bryan G - Fedaykin98#12204,Rafael F - Prudent#24319,2-0,,1,Good games,1,No
5/16/2024 22:17:33,Joe T - elasticity#07466,Michael M - Atombomb11991#07305,2-1,,1,,1,No
5/16/2024 22:33:59,Joe T - elasticity#07466,Enrique O - Caex#39549,2-0,,1,,1,No
5/16/2024 22:58:19,Joe T - elasticity#07466,Ron C - Lennor#52740,2-1,,1,,1,No
5/17/2024 1:48:42,James M - Sol_Ring#09384,Matt K - KirbyKong#37457,2-1,,1,,1,No
5/17/2024 2:46:28,Will M - Hakei#28570,Shuo L - Tamamo#30654,2-0,,1,,1,No
5/17/2024 3:14:09,Will M - Hakei#28570,Lukas G - lukasaarong#09757,2-0,,1,,1,No
5/17/2024 5:30:01,Lukas G - lukasaarong#09757,Wesley C - GigaVoltaic#11782,2-1,,1,,1,No
5/17/2024 9:41:21,Joe T - elasticity#07466,James Mc - fireball#69952,2-0,,1,,1,No
5/17/2024 11:20:39,Duncan M - RobRoyDuncan#16652,James Mc - fireball#69952,2-1,,1,,1,No
5/17/2024 11:43:08,Reed P - bigfingsnake#86869,Eric S - smitte#94855,2-0,,1,,1,No
5/17/2024 12:09:26,Richard K - preacher26#59445,Reed P - bigfingsnake#86869,2-0,,1,,1,No
5/17/2024 12:15:02,Marley L - BeautyAndTheGitrog#98732,Michael M - Atombomb11991#07305,2-1,,1,,1,No
5/17/2024 13:18:06,Lukas G - lukasaarong#09757,Marley L - BeautyAndTheGitrog#98732,2-0,,1,,1,No
5/17/2024 13:43:58,Lukas G - lukasaarong#09757,Reed P - bigfingsnake#86869,2-0,,1,,1,No
5/17/2024 14:05:18,Lotte P - Lotte #93345,Ron C - Lennor#52740,2-1,,1,,1,No
5/17/2024 14:26:30,Rafael F - Prudent#24319,Reed P - bigfingsnake#86869,2-0,,1,,1,No
5/17/2024 15:15:55,Matt K - KirbyKong#37457,Lukas G - lukasaarong#09757,2-0,,1,,1,No
5/17/2024 17:15:19,Thomas C - jamberine#68248,Alexis R - Lexabombtastic#98940,2-0,,1,,1,No
5/17/2024 17:16:49,Michael M - Atombomb11991#07305,Lotte P - Lotte #93345,2-1,,1,,1,No
5/17/2024 17:35:08,Ryan D - TheSlickness#10857,Nicholas K - Bionick#55161,2-0,,1,,1,No
5/17/2024 17:44:44,Lukas G - lukasaarong#09757,Thomas C - jamberine#68248,2-1,,1,,1,No
5/17/2024 17:48:12,Nicholas K - Bionick#55161,Wyatt C - hotdolphin#30769,2-0,,1,,1,No
5/17/2024 18:08:00,Alexis M - Alexsfly#67052,Nicholas K - Bionick#55161,2-0,,1,,1,No
5/17/2024 18:12:06,Thomas C - jamberine#68248,Jordan M - JMTron#46639,2-0,,1,,1,No
5/17/2024 18:38:53,Dan H - dan12456#37617,Alexis M - Alexsfly#67052,2-1,,1,,1,No
5/17/2024 19:10:23,Nicholas K - Bionick#55161,Jordan M - JMTron#46639,2-1,,1,,1,No
5/17/2024 19:52:11,Thomas C - jamberine#68248,Nicholas K - Bionick#55161,2-1,,1,,1,No
5/17/2024 20:01:37,Ryan M - rrrn22#32842,Nick W - Wheelo#89557,2-0,,1,,1,No
5/17/2024 20:38:49,Nick W - Wheelo#89557,Kevin I - kni1993#29285,2-1,,1,,1,No
5/17/2024 20:57:57,Bob P - HIT#08120,Ryan M - rrrn22#32842,2-0,,1,,1,No
5/17/2024 21:24:05,Steve T - strout#45062,Kevin I - kni1993#29285,2-1,,1,GGs!,1,No
5/17/2024 21:29:31,Thomas C - jamberine#68248,Bob P - HIT#08120,2-0,,1,,1,No
5/17/2024 22:08:27,Luke G - Juno#19210,Steve T - strout#45062,2-1,,1,,1,No
5/17/2024 22:54:32,Wyatt C - hotdolphin#30769,Bob P - HIT#08120,2-1,,1,,1,No
5/18/2024 0:15:41,Wei C - Azayaka#83352,Bob P - HIT#08120,2-1,,1,,1,No
5/18/2024 0:41:55,Wei C - Azayaka#83352,Johnny M - Johnny#69519,2-0,,1,,1,No
5/18/2024 1:15:02,Wei C - Azayaka#83352,Evan L - Evan#97713,2-1,,1,,1,No
5/18/2024 2:03:38,Sawyer T - soyboy#35469,Evan L - Evan#97713,2-1,,1,,1,No
5/18/2024 2:38:15,Shuo L - Tamamo#30654,Wei C - Azayaka#83352,2-0,,1,,1,No
5/18/2024 2:51:53,Evan L - Evan#97713,Shuo L - Tamamo#30654,2-0,,1,,1,No
5/18/2024 3:40:47,Evan L - Evan#97713,Chris Y - Yorke on Games#66909,2-1,,1,,1,No
5/18/2024 9:06:32,Thijn H - Thi-Jin#83537,Alexandre GA - AGA#86404,2-0,,1,,1,No
5/18/2024 9:33:28,Luke G - Juno#19210,Michael M - Atombomb11991#07305,2-0,,1,,1,No
5/18/2024 10:16:08,Nick A - Nistar#14127,Thijn H - Thi-Jin#83537,2-1,,1,,1,No
5/18/2024 10:19:35,Paul G - TheDragon#61289,Alexandre GA - AGA#86404,2-0,,1,,1,No
5/18/2024 11:17:50,Nick A - Nistar#14127,Chris R - Sinkwater#27508,2-0,,1,,2,No
5/18/2024 11:20:46,Thijn H - Thi-Jin#83537,Zach L - Redwood#12970,2-0,,1,,1,No
5/18/2024 11:54:09,Daniel G - FriskyHobbit#43185,Ryan D - TheSlickness#10857,2-0,,1,Match report changed to 2-0 in Daniel's favor due to Ryan using cards not in his pool.,1,No
5/18/2024 12:28:55,Wyatt C - hotdolphin#30769,Alexandre GA - AGA#86404,2-0,,1,,1,No
5/18/2024 13:04:49,John P - gokuorgohome#51511,Wesley C - GigaVoltaic#11782,2-1,,1,,1,No
5/18/2024 13:32:07,Richard K - preacher26#59445,Bob P - HIT#08120,2-0,,1,,2,No
5/18/2024 14:58:33,Chris Y - Yorke on Games#66909,Philip B - Plipster#75000,2-1,,1,Big Beavers,1,No
5/18/2024 15:09:10,Wesley C - GigaVoltaic#11782,Alexandre GA - AGA#86404,2-0,,1,GGs,1,No
5/18/2024 15:34:34,Lotte P - Lotte #93345,Chris Y - Yorke on Games#66909,2-0,,1,,1,No
5/18/2024 16:02:52,Wesley C - GigaVoltaic#11782,Philip B - Plipster#75000,2-1,,1,GGs,1,No
5/18/2024 16:27:21,Dan A - BEATDOWNBRINGA#04779,Lotte P - Lotte #93345,2-1,,1,,1,No
5/18/2024 17:20:13,Jack H - Rakic#98298,Alexis M - Alexsfly#67052,2-1,,1,,2,No
5/18/2024 17:25:09,Edgar A - PlayfulTerror#04926,Lotte P - Lotte #93345,2-1,,1,gg's,1,No
5/18/2024 19:41:28,Philip B - Plipster#75000,Kevin I - kni1993#29285,2-0,,1,,1,No
5/18/2024 19:42:51,Chris D - Stereolab#37691,Maranda L - BlackCanary#59791,2-0,,1,,1,No
5/18/2024 20:01:36,Ryan M - rrrn22#32842,Mathieu D - madmat46#11537,2-1,,1,,1,No
5/18/2024 20:27:41,Ryan M - rrrn22#32842,Kevin I - kni1993#29285,2-1,,1,,2,No
5/18/2024 20:35:51,Chris D - Stereolab#37691,Emmett F - Sepulchure#51526,2-1,,1,,1,Yes
5/18/2024 21:22:40,Chris D - Stereolab#37691,Nick H - JetPilot#02453,2-0,,1,,1,No
5/18/2024 22:09:54,Michael M - Atombomb11991#07305,Chris D - Stereolab#37691,2-1,,1,,1,No
5/18/2024 23:13:43,Steve T - strout#45062,Joseph H - Sexcellence#51112,2-0,,1,GGs!,1,No
5/19/2024 0:19:23,Jeremy E - Lhurgoyf#37289,Dan H - dan12456#37617,2-1,,1,,1,No
5/19/2024 1:28:50,Steve T - strout#45062,Justin P - Code Pigeon#84057,2-1,,1,GGs!,1,No
5/19/2024 1:51:06,Zach L - Redwood#12970,Chris D - Stereolab#37691,2-1,,1,,1,Yes
5/19/2024 2:17:55,Steve T - strout#45062,Preston B - Vorbis#46420,2-1,,1,GGs!,1,No
5/19/2024 5:31:51,Cédric L - Hota#65816,Thijn H - Thi-Jin#83537,2-1,,1,,1,No
5/19/2024 7:22:17,Wesley C - GigaVoltaic#11782,Luke G - Juno#19210,2-1,,1,GGs,1,No
5/19/2024 7:38:22,Nick A - Nistar#14127,Zeke W - smarmyplatapus#30066,2-1,,1,Holy Cow!,1,No
5/19/2024 8:18:48,Luke G - Juno#19210,Nick A - Nistar#14127,2-1,,1,,1,No
5/19/2024 9:12:16,Dirk E - BegginBlue#16667,Nick A - Nistar#14127,2-1,,1,,1,No
5/19/2024 11:28:27,John P - gokuorgohome#51511,Luke G - Juno#19210,2-1,,1,,2,No
5/19/2024 11:42:14,Chris O - Chriso91#46230,Wyatt C - hotdolphin#30769,2-1,,1,,2,No
5/19/2024 11:45:32,Ryan M - rrrn22#32842,Dirk E - BegginBlue#16667,2-0,,1,,1,No
5/19/2024 12:07:51,Joseph H - Sexcellence#51112,John P - gokuorgohome#51511,2-1,,1,,1,No
5/19/2024 13:06:49,Lotte P - Lotte #93345,Jack H - Rakic#98298,2-1,,1,,1,Yes
5/19/2024 13:52:59,Adam S - wizma#29010,Jack H - Rakic#98298,2-1,,1,Sorry about the flood! Ggs ,1,No
5/19/2024 15:16:18,Lotte P - Lotte #93345,Cédric L - Hota#65816,2-0,,1,,1,Yes
5/19/2024 15:45:19,Jack H - Rakic#98298,Cédric L - Hota#65816,2-1,,1,,1,Yes
5/19/2024 15:50:49,Julian K - Citizen_Snippies#31245,Edgar A - PlayfulTerror#04926,2-1,,1,,1,No
5/19/2024 16:22:56,Cédric L - Hota#65816,John P - gokuorgohome#51511,2-1,,1,,1,No
5/19/2024 16:48:23,Paul G - TheDragon#61289,Cédric L - Hota#65816,2-0,,1,,2,No
5/19/2024 17:43:25,Julian K - Citizen_Snippies#31245,Daniel G - FriskyHobbit#43185,2-0,,1,,1,No
5/19/2024 18:53:50,Dan H - dan12456#37617,Julian K - Citizen_Snippies#31245,2-1,,1,,1,No
5/19/2024 19:16:44,Reed P - bigfingsnake#86869,Dan H - dan12456#37617,2-0,,1,,1,No
5/19/2024 19:47:46,MItchel S - SpaghettiMitch#18619,Reed P - bigfingsnake#86869,2-1,,1,,1,No
5/19/2024 20:10:19,Joseph H - Sexcellence#51112,Dan H - dan12456#37617,2-1,,1,,1,No
5/19/2024 20:38:48,Rafael F - Prudent#24319,MItchel S - SpaghettiMitch#18619,2-1,,1,I'd rather be lucky than skilled <3,1,No
5/19/2024 22:44:24,Sawyer T - soyboy#35469,Reed P - bigfingsnake#86869,2-1,,1,,1,No
5/19/2024 23:28:42,Preston B - Vorbis#46420,Reed P - bigfingsnake#86869,2-1,,1,,1,No
5/19/2024 23:46:02,Chris O - Chriso91#46230,Daniel G - FriskyHobbit#43185,2-0,,1,,1,No
5/20/2024 0:08:48,Lukas G - lukasaarong#09757,Jeremy E - Lhurgoyf#37289,2-1,,1,,1,No
5/20/2024 0:45:11,Sawyer T - soyboy#35469,Lukas G - lukasaarong#09757,2-1,,1,,1,No
5/20/2024 11:34:59,Richard K - preacher26#59445,Nick H - JetPilot#02453,2-1,,1,,1,No
5/20/2024 14:44:36,Matthias H - Rezreh#11308,Chris O - Chriso91#46230,2-1,,1,,1,No
5/20/2024 16:28:57,Justin P - Code Pigeon#84057,Enrique O - Caex#39549,2-0,,1,,1,No
5/20/2024 16:43:07,Philip B - Plipster#75000,Justin P - Code Pigeon#84057,2-0,,1,,1,No
