Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Punishment Pack,,Winner Colour Pair,Loser Colour Pair,Punishment Pack,,Punishment Pack choice?
9/24/2023 13:11:53,Jacob V - Drysle#29533,James S - Zoid#33631,2-0,,1,,WOE,,,,,,
9/24/2023 14:36:40,Dan A - BEATDOWNBRINGA#04779,Zach G - ShardZ#61812,2-0,,1,,WOE,,,,,,
9/24/2023 15:45:20,John R - Ged#72302,Mike P - UnwieldyBiscuit#26471,2-1,,1,,WOE,,,,,,
9/24/2023 16:20:28,Mike P - UnwieldyBiscuit#26471,James S - Zoid#33631,2-1,,1,,WOE,,,,,,
9/24/2023 16:51:14,Jacob V - Drysle#29533,Philip B - Plipster#75000,2-0,,1,,WOE,,,,,,
9/24/2023 20:32:50,Nicholas K - Bionick#55161,Michael M - Atombomb11991#07305,2-1,,1,,WOE,,,,,,
9/24/2023 21:05:46,Zach C - ZachCarr#31881,Nicholas K - Bionick#55161,2-0,,1,,WOE,,,,,,
9/24/2023 21:11:18,Jaidin M - MnemonicDevice#38774,Kyle C - AFKyle#29319,2-0,,1,,DMU,,,,,,
9/24/2023 21:15:26,Michael M - Atombomb11991#07305,Richard K - preacher26#59445,2-0,,1,,MOM,,,,,,
9/24/2023 21:16:24,Daniel G - FriskyHobbit#43185,Russell S - rstad#89052,2-1,,1,,MOM,,,,,,
9/24/2023 22:22:37,Daniel G - FriskyHobbit#43185,Richard K - preacher26#59445,2-1,,1,,MOM,,,,,,
9/24/2023 23:03:13,Bob P - HIT#08120,Chris Y - Yorke on Games#66909,2-1,,1,,MOM,,,,,,
9/24/2023 23:11:15,Daniel G - FriskyHobbit#43185,Pedro D - Goombassa#17203,2-0,,1,,WOE,,,,,,
9/25/2023 0:12:26,Jeremy E - Lhurgoyf#37289,Johnny M - Johnny#69519,2-1,,1,,WOE,,,,,,
9/25/2023 0:25:54,Ron C - Lennor#52740,Caleb K - BlackEcho#09078,2-1,,1,,WOE,,,,,,
9/25/2023 0:44:38,Chris Y - Yorke on Games#66909,Johnny M - Johnny#69519,2-0,,1,Azorius Mirror,WOE,,,,,,
9/25/2023 2:05:23,Shuo L - tamamo#30654,Chris Y - Yorke on Games#66909,2-1,,1,,BRO,,,,,,
9/25/2023 10:26:21,Thijn H - Thi-Jin#83537,Jaidin M - MnemonicDevice#38774,2-1,,1,,MOM,,,,,,
9/25/2023 11:28:51,Wyatt C - hotdolphin#30769,Cody-Rayce MG - Rayce#56572,2-1,,1,,MOM,,,,,,
9/25/2023 12:09:46,Caleb G - Whynaut#28590,Jondrion J - jondrion#40531,2-0,,1,,WOE,,,,,,
9/25/2023 12:51:08,Richard K - preacher26#59445,Caleb G - Whynaut#28590,2-0,,1,,MOM,,,,,,
9/25/2023 13:53:18,Joaquin E - DiabolicMachine#23891,Paul G - TheDragon#61289,2-0,,1,,MOM,,,,,,
9/25/2023 14:39:51,Joaquin E - DiabolicMachine#23891,Eric S - Smitte#94855,2-1,,1,,WOE,,,,,,
9/25/2023 15:40:18,Richard K - preacher26#59445,Paul G - TheDragon#61289,2-1,,1,,MOM,,,,,,
9/25/2023 16:30:40,Jondrion J - jondrion#40531,Paul G - TheDragon#61289,2-1,,1,,MOM,,,,,,
9/25/2023 16:47:45,Richard K - preacher26#59445,Lotte P - Lotte #93345,2-0,,1,,MOM,,,,,,
9/25/2023 17:07:39,Paul G - TheDragon#61289,Zach G - ShardZ#61812,2-0,,1,,WOE,,,,,,
9/25/2023 17:36:15,Thijn H - Thi-Jin#83537,Adam S - wizma#29010,2-0,,1,,MOM,,,,,,
9/25/2023 18:27:49,Ryan W - MuttBunchies#61653,Jordan P - Chunkieluver53#92811,2-1,,1,,WOE,,,,,,
9/25/2023 19:13:13,Ryan W - MuttBunchies#61653,Jondrion J - jondrion#40531,2-1,,1,,MOM,,,,,,
9/25/2023 19:30:03,Adam S - wizma#29010,Wyatt C - hotdolphin#30769,2-0,,1,Great games! ,WOE,,,,,,
9/25/2023 19:51:20,James S - Zoid#33631,Nik S - njsiii#50504,2-0,,1,,MOM,,,,,,
9/25/2023 19:53:15,Caleb G - Whynaut#28590,Phillip M - Fat_kitty#63794,2-1,,1,,MOM,,,,,,
9/25/2023 20:22:05,Emmett F - Sepulchure#51526,Chris R - Sinkwater#27508,2-1,,1,,WOE,,,,,,
9/25/2023 20:49:28,Caleb G - Whynaut#28590,Kevin I - kni1993#29285,2-0,,1,,WOE,,,,,,
9/25/2023 21:24:48,Emmett F - Sepulchure#51526,Christopher G - oompaloompa#65002,2-1,,1,,MOM,,,,,,
9/25/2023 21:26:03,Steve T - strout#45062,Caleb K - BlackEcho#09078,2-1,,1,GGs!,WOE,,,,,,
9/25/2023 21:30:54,Sawyer T - soyboy#35469,Kevin I - kni1993#29285,2-1,,1,,MOM,,,,,,
9/25/2023 21:35:14,Adam S - wizma#29010,Chris R - Sinkwater#27508,2-1,,1,Gruffs! Gluttons!,WOE,,,,,,
9/25/2023 21:35:55,Steve T - strout#45062,Bob P - HIT#08120,2-0,,1,GGs!,MOM,,,,,,
9/25/2023 22:04:11,Emmett F - Sepulchure#51526,Steve T - strout#45062,2-1,,1,,WOE,,,,,,
9/25/2023 22:23:16,Christopher G - oompaloompa#65002,Caleb K - BlackEcho#09078,2-1,,1,,WOE,,,,,,
9/25/2023 22:32:19,Zach C - ZachCarr#31881,Chris Y - Yorke on Games#66909,2-1,,1,,MOM,,,,,,
9/25/2023 22:42:13,Jacob V - Drysle#29533,Chris R - Sinkwater#27508,2-0,,1,,WOE,,,,,,
9/25/2023 22:50:25,Nik S - njsiii#50504,Jeremy E - Lhurgoyf#37289,2-0,,1,,MOM,,,,,,
9/25/2023 23:24:35,Caleb G - Whynaut#28590,Emmett F - Sepulchure#51526,2-1,,1,,MOM,,,,,,
9/26/2023 0:25:15,Emmett F - Sepulchure#51526,Zeke W - smarmyplatapus#30066,2-1,,1,3 games of mana screw,BRO,,,,,,
9/26/2023 3:46:22,Wei C - Azayaka#83352,Miguel B - Ethereus#60108,2-0,,1,,WOE,,,,,,
9/26/2023 12:26:07,Steve T - strout#45062,Wei C - Azayaka#83352,2-1,,1,GGs!,MOM,,,,,,
9/26/2023 13:32:11,Ryan D - TheSlickness#10857,Jondrion J - jondrion#40531,2-0,,1,,WOE,,,,,,
9/26/2023 13:56:48,Jondrion J - jondrion#40531,Dustin D - Bloone#16018,2-0,,1,,WOE,,,,,,
9/26/2023 14:41:02,Dustin D - Bloone#16018,Joaquin E - DiabolicMachine#23891,2-0,,1,,MOM,,,,,,
9/26/2023 14:49:42,Ryan D - TheSlickness#10857,Jon M - It'sMagic#46950,2-0,,1,,WOE,,,,,,
9/26/2023 14:52:26,Justin P - Code Pigeon#84057,Chris P - Joker01#66827,2-0,,1,,MOM,,,,,,
9/26/2023 15:24:27,Justin P - Code Pigeon#84057,Joaquin E - DiabolicMachine#23891,2-1,,1,,MOM,,,,,,
9/26/2023 17:08:28,Miguel B - Ethereus#60108,Ryan D - TheSlickness#10857,2-1,,1,,WOE,,,,,,
9/26/2023 17:16:31,Warren M - LinkThePlaneswalker33#61905,Maranda L - BlackCanary#59791,2-1,,1,,WOE,,,,,,
9/26/2023 19:22:11,Sean Sp - Talrand#06333,Mike P - UnwieldyBiscuit#26471,2-0,,1,,WOE,,,,,,
9/26/2023 20:05:33,Jordan M - JMTron#46639,Maranda L - BlackCanary#59791,2-1,,1,,MOM,,,,,,
9/26/2023 20:38:47,Wei C - Azayaka#83352,Jordan M - JMTron#46639,2-0,,1,,WOE,,,,,,
9/26/2023 21:02:46,Jordan M - JMTron#46639,Miguel B - Ethereus#60108,2-0,,1,,WOE,,,,,,
9/26/2023 21:34:39,Wei C - Azayaka#83352,Chris R - Sinkwater#27508,2-1,,1,,WOE,,,,,,
9/26/2023 21:40:51,Sean Sp - Talrand#06333,Nicholas K - Bionick#55161,2-1,,1,,WOE,,,,,,
9/26/2023 22:05:06,Wei C - Azayaka#83352,Kevin C - Keviiiiin#67886,2-0,,1,,WOE,,,,,,
9/26/2023 22:33:11,Chris R - Sinkwater#27508,Sawyer T - soyboy#35469,2-1,,1,,MOM,,,,,,
9/26/2023 22:35:41,Damian S - ButCrackMagic#71223,Kevin C - Keviiiiin#67886,2-1,,1,,WOE,,,,,,
9/26/2023 23:07:41,Christopher G - oompaloompa#65002,Kevin C - Keviiiiin#67886,2-0,,1,,WOE,,,,,,
9/26/2023 23:32:14,Ron C - Lennor#52740,Robert M - LaughItUp#38462,2-1,,1,,WOE,,,,,,
9/27/2023 1:39:11,Warren M - LinkThePlaneswalker33#61905,Ben G - perrako#88435,2-1,,1,,WOE,,,,,,
9/27/2023 2:09:43,Robert M - LaughItUp#38462,Ben G - perrako#88435,2-1,,1,,WOE,,,,,,
9/27/2023 9:52:18,Ron C - Lennor#52740,Tony G - YnotRock#76764,2-1,,1,,WOE,,,,,,
9/27/2023 17:31:39,Chris P - Joker01#66827,John R - Ged#72302,2-1,,1,,WOE,,,,,,
9/27/2023 18:07:53,Miguel B - Ethereus#60108,Wyatt C - hotdolphin#30769,2-0,,1,,WOE,,,,,,
9/27/2023 19:59:28,Ben G - perrako#88435,John R - Ged#72302,2-1,,1,Rat mirror!,WOE,,,,,,
9/27/2023 20:29:25,Nicholas K - Bionick#55161,Devin L - Dalopi#45146,2-1,,1,,WOE,,,,,,
9/27/2023 21:07:46,Mike P - UnwieldyBiscuit#26471,Devin L - Dalopi#45146,2-0,,1,,WOE,,,,,,
9/27/2023 21:21:39,Ron C - Lennor#52740,Miguel B - Ethereus#60108,2-1,,1,,WOE,,,,,,
9/27/2023 21:29:28,Edgar A - PlayfulTerror#04926,Mike P - UnwieldyBiscuit#26471,2-1,,1,gg's,WOE,,,,,,
9/27/2023 22:47:30,Chris P - Joker01#66827,Tony G - YnotRock#76764,2-0,,1,,WOE,,,,,,
9/27/2023 22:57:22,Maranda L - BlackCanary#59791,Sylvain T - Iquitos#15484,2-1,,1,,BRO,,,,,,
9/27/2023 23:00:22,Eric S - Smitte#94855,Robert M - LaughItUp#38462,2-1,,1,,MOM,,,,,,
9/27/2023 23:40:19,Robert M - LaughItUp#38462,Tony G - YnotRock#76764,2-1,,1,,WOE,,,,,,
9/27/2023 23:51:17,Maranda L - BlackCanary#59791,Eric S - Smitte#94855,2-1,,1,,MOM,,,,,,
9/28/2023 12:31:01,John R - Ged#72302,Jon M - It'sMagic#46950,2-1,,1,ggs,MOM,,,,,,
9/28/2023 16:48:00,Russell S - rstad#89052,Drake M - KoMODO#43282,2-0,,1,,MOM,,,,,,
9/28/2023 17:08:43,Tony G - YnotRock#76764,Michael M - Atombomb11991#07305,2-1,,1,,WOE,,,,,,
9/28/2023 17:58:29,Zeke W - smarmyplatapus#30066,Phillip M - Fat_kitty#63794,2-0,,1,,MOM,,,,,,
9/28/2023 18:23:18,Michael M - Atombomb11991#07305,Zeke W - smarmyplatapus#30066,2-1,,1,,BRO,,,,,,
9/28/2023 18:26:36,Daniel G - FriskyHobbit#43185,Dustin D - Bloone#16018,2-0,,1,,WOE,,,,,,
9/28/2023 18:42:06,Rafael F - Prudent#24319,Michael M - Atombomb11991#07305,2-0,,1,,WOE,,,,,,
9/28/2023 19:08:53,Daniel G - FriskyHobbit#43185,Zeke W - smarmyplatapus#30066,2-0,,1,,BRO,,,,,,
9/28/2023 19:25:40,Ryan W - MuttBunchies#61653,Austin C - theCortine#41513,2-1,,1,,WOE,,,,,,
9/28/2023 19:47:43,Austin C - theCortine#41513,Jordan P - Chunkieluver53#92811,2-1,,1,,WOE,,,,,,
9/28/2023 19:58:25,Warren M - LinkThePlaneswalker33#61905,Russell S - rstad#89052,2-0,,1,,MOM,,,,,,
9/28/2023 20:15:30,Edgar A - PlayfulTerror#04926,Phillip M - Fat_kitty#63794,2-1,,1,gg's,ELD,,,,,,
9/28/2023 20:54:39,Rafael F - Prudent#24319,Edgar A - PlayfulTerror#04926,2-0,,1,gg ,WOE,,,,,,
9/28/2023 21:24:59,Maranda L - BlackCanary#59791,Ryan W - MuttBunchies#61653,2-0,,1,,WOE,,,,,,
9/28/2023 21:57:16,Ryan D - TheSlickness#10857,Mitchel S - SpaghettiMitch#18619,2-1,,1,,MOM,,,,,,
9/28/2023 22:31:58,Chris P - Joker01#66827,Sean Sp - Talrand#06333,2-0,,1,,WOE,,,,,,
9/28/2023 22:37:21,Mitchel S - SpaghettiMitch#18619,Sylvain T - Iquitos#15484,2-1,,1,,BRO,,,,,,
9/28/2023 22:54:08,Mitchel S - SpaghettiMitch#18619,Chris P - Joker01#66827,2-0,,1,,MOM,,,,,,
9/28/2023 23:27:28,Sylvain T - Iquitos#15484,Noah B - Sisco#71800,2-0,,1,,MOM,,,,,,
9/28/2023 23:47:15,Caleb K - BlackEcho#09078,Kyle C - AFKyle#29319,2-1,,1,,ELD,,,,,,
9/29/2023 0:10:41,Sylvain T - Iquitos#15484,Reed P - bigfingsnake#86869,2-1,,1,,MOM,,,,,,
9/29/2023 0:32:47,Reed P - bigfingsnake#86869,Kyle C - AFKyle#29319,2-1,,1,Random number generator says BRO !,BRO,,,,,,
9/29/2023 0:47:43,Christopher G - oompaloompa#65002,Sylvain T - Iquitos#15484,2-0,,1,,BRO,,,,,,
9/29/2023 0:58:04,Shuo L - tamamo#30654,Reed P - bigfingsnake#86869,2-1,,1,,MOM,,,,,,
9/29/2023 9:06:26,Lotte P - Lotte #93345,Adam S - wizma#29010,2-0,,1,,MOM,,,,,,
9/29/2023 10:15:59,Lotte P - Lotte #93345,Eric S - Smitte#94855,2-0,,1,,MOM,,,,,,
9/29/2023 11:38:21,Russell S - rstad#89052,Reed P - bigfingsnake#86869,2-0,,1,,MOM,,,,,,
9/29/2023 12:14:13,Lotte P - Lotte #93345,Reed P - bigfingsnake#86869,2-1,,1,,MOM,,,,,,
9/29/2023 12:47:40,Eric S - Smitte#94855,Austin C - theCortine#41513,2-1,,1,,MOM,,,,,,
9/29/2023 13:29:50,Shuo L - tamamo#30654,Warren M - LinkThePlaneswalker33#61905,2-0,,1,,MOM,,,,,,
9/29/2023 13:35:22,Lotte P - Lotte #93345,Austin C - theCortine#41513,2-0,,1,,MOM,,,,,,
9/29/2023 13:53:28,Drake M - KoMODO#43282,Jon M - It'sMagic#46950,2-1,,1,,MOM,,,,,,
9/29/2023 14:14:17,Cody-Rayce MG - Rayce#56572,Rafael F - Prudent#24319,2-1,,1,gg ez,WOE,,,,,,
9/29/2023 14:26:08,Shuo L - tamamo#30654,Lotte P - Lotte #93345,2-1,,1,,WOE,,,,,,
9/29/2023 15:02:25,Shuo L - tamamo#30654,Drake M - KoMODO#43282,2-1,,1,,MOM,,,,,,
9/29/2023 17:28:14,Thijn H - Thi-Jin#83537,Damian S - ButCrackMagic#71223,2-0,,1,,MOM,,,,,,
9/29/2023 17:45:44,Juan Q - JuanCu#95616,Caleb G - Whynaut#28590,2-0,,1,,MOM,,,,,,
9/29/2023 18:12:03,Warren M - LinkThePlaneswalker33#61905,Cody-Rayce MG - Rayce#56572,2-0,,1,,MOM,,,,,,
9/29/2023 18:38:16,Thijn H - Thi-Jin#83537,Caleb G - Whynaut#28590,2-1,,1,,MOM,,,,,,
9/29/2023 19:22:55,Emmett F - Sepulchure#51526,Warren M - LinkThePlaneswalker33#61905,2-0,,1,,MOM,,,,,,
9/29/2023 20:30:24,Jeremy E - Lhurgoyf#37289,Justin P - Code Pigeon#84057,2-0,,1,,MOM,,,,,,
9/29/2023 21:37:23,Wei C - Azayaka#83352,Justin P - Code Pigeon#84057,2-0,,1,,MOM,,,,,,
9/29/2023 22:11:16,Wei C - Azayaka#83352,Caleb G - Whynaut#28590,2-1,,1,,MOM,,,,,,
9/29/2023 23:09:17,Justin P - Code Pigeon#84057,Reed P - bigfingsnake#86869,2-0,,1,,MOM,,,,,,
9/29/2023 23:31:08,Joaquin E - DiabolicMachine#23891,Chris Y - Yorke on Games#66909,2-0,,1,,MOM,,,,,,
9/29/2023 23:42:29,Justin P - Code Pigeon#84057,Philip B - Plipster#75000,2-0,,1,,WOE,,,,,,
9/30/2023 0:16:01,Justin P - Code Pigeon#84057,Chris Y - Yorke on Games#66909,2-0,,1,,MOM,,,,,,
9/30/2023 1:05:07,Sylvain T - Iquitos#15484,Chris Y - Yorke on Games#66909,2-1,,1,,WOE,,,,,,
9/30/2023 1:54:02,Sylvain T - Iquitos#15484,Nicholas K - Bionick#55161,2-1,,1,,WOE,,,,,,
9/30/2023 2:21:49,Rafael F - Prudent#24319,Nicholas K - Bionick#55161,2-1,,1,Rip T_T,MOM,,,,,,
9/30/2023 7:23:25,Kevin I - kni1993#29285,Juan Q - JuanCu#95616,2-0,,1,,MOM,,,,,,
9/30/2023 8:04:07,Eric S - Smitte#94855,Thijn H - Thi-Jin#83537,2-1,,1,,MOM,,,,,,
9/30/2023 8:19:59,Nik S - njsiii#50504,Lotte P - Lotte #93345,2-0,,1,,WOE,,,,,,
9/30/2023 8:42:26,Ryan W - MuttBunchies#61653,Kevin I - kni1993#29285,2-1,,1,,BRO,,,,,,
9/30/2023 9:12:13,Thijn H - Thi-Jin#83537,Lotte P - Lotte #93345,2-0,,1,,WOE,,,,,,
9/30/2023 9:54:12,Nik S - njsiii#50504,Kevin I - kni1993#29285,2-0,,1,,WOE,,,,,,
9/30/2023 10:39:10,Thijn H - Thi-Jin#83537,Wei C - Azayaka#83352,2-0,,1,,MOM,,,,,,
9/30/2023 11:05:37,Lotte P - Lotte #93345,Wei C - Azayaka#83352,2-0,,1,,MOM,,,,,,
9/30/2023 11:16:31,Paul G - TheDragon#61289,Jack H - Rakic#98298,2-1,,1,,WOE,,,,,,
9/30/2023 11:46:53,Richard K - preacher26#59445,Lotte P - Lotte #93345,2-0,,1,,WOE,,,,,,
9/30/2023 12:12:18,Reed P - bigfingsnake#86869,Caleb G - Whynaut#28590,2-1,,1,,MOM,,,,,,
9/30/2023 12:44:46,Johnny M - Johnny#69519,Reed P - bigfingsnake#86869,2-1,,1,,MOM,,,,,,
9/30/2023 13:09:57,Jacob V - Drysle#29533,Jack H - Rakic#98298,2-0,,1,,WOE,,,,,,
9/30/2023 13:15:18,Reed P - bigfingsnake#86869,Emmett F - Sepulchure#51526,2-0,,1,,MOM,,,,,,
9/30/2023 13:35:34,Jack H - Rakic#98298,Johnny M - Johnny#69519,2-0,,1,,MOM,,,,,,
9/30/2023 13:50:25,Lotte P - Lotte #93345,Ryan W - MuttBunchies#61653,2-0,,1,,WOE,,,,,,
9/30/2023 14:25:22,Kevin I - kni1993#29285,Jack H - Rakic#98298,2-0,,1,,WOE,,,,,,
9/30/2023 14:26:41,Jacob V - Drysle#29533,Damian S - ButCrackMagic#71223,2-1,,1,,MOM,,,,,,
9/30/2023 15:27:00,John P - gokuorgohome#51511,Steve T - strout#45062,2-1,,1,,WOE,,,,,,
9/30/2023 16:30:04,Richard K - preacher26#59445,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,MOM,,,,,,
9/30/2023 17:00:05,Dan A - BEATDOWNBRINGA#04779,Jeremy E - Lhurgoyf#37289,2-0,,1,,MOM,,,,,,
9/30/2023 17:48:24,Ryan D - TheSlickness#10857,Ryan W - MuttBunchies#61653,2-0,,1,,WOE,,,,,,
9/30/2023 18:24:27,John P - gokuorgohome#51511,Ryan D - TheSlickness#10857,2-0,,1,,WOE,,,,,,
9/30/2023 19:25:17,Dan A - BEATDOWNBRINGA#04779,Steve T - strout#45062,2-0,,1,,WOE,,,,,,
9/30/2023 20:06:38,Kevin I - kni1993#29285,Steve T - strout#45062,2-0,,1,,WOE,,,,,,
9/30/2023 20:50:55,Russell S - rstad#89052,Maranda L - BlackCanary#59791,2-0,,1,,MOM,,,,,,
9/30/2023 23:35:28,Bob P - HIT#08120,Joe T - elasticity#07466,2-0,,1,,MOM,,,,,,
9/30/2023 23:57:46,Bob P - HIT#08120,Jeremy E - Lhurgoyf#37289,2-0,,1,,MOM,,,,,,
10/1/2023 8:46:00,James S - Zoid#33631,John R - Ged#72302,2-1,,1,,WOE,,,,,,
10/1/2023 9:03:50,Nik S - njsiii#50504,Michael M - Atombomb11991#07305,2-0,,1,,WOE,,,,,,
10/1/2023 9:44:00,Zach C - ZachCarr#31881,John R - Ged#72302,2-1,,1,,WOE,,,,,,
10/1/2023 10:20:15,Nik S - njsiii#50504,John R - Ged#72302,2-1,,1,,WOE,,,,,,
10/1/2023 10:56:54,Ron C - Lennor#52740,Nik S - njsiii#50504,2-0,,1,,MOM,,,,,,
10/1/2023 11:04:14,John R - Ged#72302,Adam S - wizma#29010,2-0,,1,,MOM,,,,,,
10/1/2023 11:11:27,Paul G - TheDragon#61289,Richard K - preacher26#59445,2-1,,1,,MOM,,,,,,
10/1/2023 11:17:46,Dan A - BEATDOWNBRINGA#04779,John P - gokuorgohome#51511,2-0,,1,,WOE,,,,,,
10/1/2023 11:36:29,Rafael F - Prudent#24319,John R - Ged#72302,2-0,,1,<3 ,WOE,,,,,,
10/1/2023 12:41:40,Reed P - bigfingsnake#86869,Dustin D - Bloone#16018,2-1,,1,,WOE,,,,,,
10/1/2023 15:58:54,Jacob V - Drysle#29533,John P - gokuorgohome#51511,2-0,,1,,WOE,,,,,,
10/1/2023 18:39:19,Evan C - PeasOfCrab#00133,Christopher G - oompaloompa#65002,2-0,,1,,MOM,,,,,,
10/1/2023 19:31:39,Sawyer T - soyboy#35469,James S - Zoid#33631,2-0,,1,,WOE,,,,,,
10/1/2023 19:36:30,Christopher G - oompaloompa#65002,Russell S - rstad#89052,2-1,,1,,MOM,,,,,,
10/1/2023 20:36:44,Sawyer T - soyboy#35469,Zach C - ZachCarr#31881,2-1,,1,,WOE,,,,,,
10/1/2023 22:23:38,Sawyer T - soyboy#35469,Wei C - Azayaka#83352,2-1,,1,,MOM,,,,,,
10/1/2023 22:51:10,Ben G - perrako#88435,Robert M - LaughItUp#38462,2-1,,1,,MOM,,,,,,
10/1/2023 23:15:11,Ben G - perrako#88435,Bob P - HIT#08120,2-1,,1,,MOM,,,,,,
10/1/2023 23:42:40,Jeremy E - Lhurgoyf#37289,Ben G - perrako#88435,2-0,,1,,WOE,,,,,,
10/2/2023 0:39:15,Jeremy E - Lhurgoyf#37289,Robert M - LaughItUp#38462,2-1,,1,,MOM,,,,,,
10/2/2023 1:49:25,Ben G - perrako#88435,Sawyer T - soyboy#35469,2-0,,1,,MOM,,,,,,
10/2/2023 11:37:49,Joaquin E - DiabolicMachine#23891,Eric S - Smitte#94855,2-0,,1,,WOE,,,,,,
10/2/2023 14:09:31,Paul G - TheDragon#61289,Warren M - LinkThePlaneswalker33#61905,2-1,,1,,MOM,,,,,,
10/2/2023 14:50:11,Jordan M - JMTron#46639,Caleb G - Whynaut#28590,2-0,,1,,MOM,,,,,,
10/2/2023 16:25:44,Shuo L - tamamo#30654,Joaquin E - DiabolicMachine#23891,2-1,,1,,MOM,,,,,,
10/2/2023 16:52:14,Eric S - Smitte#94855,Shuo L - tamamo#30654,2-0,,1,,MOM,,,,,,
10/2/2023 17:13:04,Joaquin E - DiabolicMachine#23891,Paul G - TheDragon#61289,2-1,,1,,MOM,,,,,,
10/2/2023 18:16:09,Shuo L - tamamo#30654,Ryan D - TheSlickness#10857,2-0,,1,,WOE,,,,,,
10/2/2023 19:25:13,Cody-Rayce MG - Rayce#56572,John P - gokuorgohome#51511,2-1,,1,ggs buddy,WOE,,,,,,
10/2/2023 19:47:17,Miguel B - Ethereus#60108,Sawyer T - soyboy#35469,2-1,,1,,MOM,,,,,,
10/2/2023 20:28:38,Edgar A - PlayfulTerror#04926,Jordan M - JMTron#46639,2-1,,1,gg's,WOE,,,,,,
10/2/2023 20:39:10,James S - Zoid#33631,Adam S - wizma#29010,2-1,,1,,MOM,,,,,,
10/2/2023 20:55:40,Jack H - Rakic#98298,Caleb K - BlackEcho#09078,2-1,,1,GGS,WOE,,,,,,
10/2/2023 21:20:30,Miguel B - Ethereus#60108,Joaquin E - DiabolicMachine#23891,2-1,,1,GG!,MOM,,,,,,
10/2/2023 21:33:05,Bob P - HIT#08120,Ryan W - MuttBunchies#61653,2-1,,1,,WOE,,,,,,
10/2/2023 21:33:43,Ben G - perrako#88435,Ron C - Lennor#52740,2-0,,1,,WOE,,,,,,
10/2/2023 21:54:23,Russell S - rstad#89052,Devin L - Dalopi#45146,2-1,,1,,MOM,,,,,,
10/2/2023 22:22:19,Rafael F - Prudent#24319,Adam S - wizma#29010,2-0,,1,<3,MOM,,,,,,
10/2/2023 22:48:02,Emmett F - Sepulchure#51526,Damian S - ButCrackMagic#71223,2-1,,1,,ELD,,,,,,
10/2/2023 23:36:57,Bob P - HIT#08120,Emmett F - Sepulchure#51526,2-1,,1,,MOM,,,,,,
10/3/2023 0:56:06,Emmett F - Sepulchure#51526,Robert M - LaughItUp#38462,2-1,,1,,WOE,,,,,,
10/3/2023 2:38:09,Miguel B - Ethereus#60108,Paul G - TheDragon#61289,2-1,,1,,MOM,,,,,,
10/3/2023 11:33:20,Ryan W - MuttBunchies#61653,Austin C - theCortine#41513,2-1,,1,,MOM,,,,,,
10/3/2023 12:40:14,Jordan M - JMTron#46639,Dustin D - Bloone#16018,2-0,,1,,WOE,,,,,,
10/3/2023 13:21:34,Warren M - LinkThePlaneswalker33#61905,Dustin D - Bloone#16018,2-1,,1,,WOE,,,,,,
10/3/2023 13:58:48,Sylvain T - Iquitos#15484,Cody-Rayce MG - Rayce#56572,2-1,,1,,WOE,,,,,,
10/3/2023 15:04:40,Richard K - preacher26#59445,Wyatt C - hotdolphin#30769,2-0,,1,,WOE,,,,,,
10/3/2023 15:55:09,Steve T - strout#45062,Jordan M - JMTron#46639,2-1,,1,GGs!,WOE,,,,,,
10/3/2023 17:36:38,Wyatt C - hotdolphin#30769,Chris P - Joker01#66827,2-1,,1,,WOE,,,,,,
10/3/2023 17:44:03,James S - Zoid#33631,Warren M - LinkThePlaneswalker33#61905,2-1,,1,,MOM,,,,,,
10/3/2023 18:04:37,Jondrion J - jondrion#40531,Wyatt C - hotdolphin#30769,2-0,,1,,WOE,,,,,,
10/3/2023 18:12:12,Shuo L - tamamo#30654,Steve T - strout#45062,2-1,,1,,WOE,,,,,,
10/3/2023 19:19:29,James S - Zoid#33631,Wyatt C - hotdolphin#30769,2-0,,1,,WOE,,,,,,
10/3/2023 19:26:52,Evan C - PeasOfCrab#00133,Jondrion J - jondrion#40531,2-1,,1,,WOE,,,,,,
10/3/2023 19:53:20,Wyatt C - hotdolphin#30769,Edgar A - PlayfulTerror#04926,2-1,,1,,WOE,,,,,,
10/3/2023 20:58:03,Mike P - UnwieldyBiscuit#26471,Miguel B - Ethereus#60108,2-0,,1,,WOE,,,,,,
10/3/2023 21:19:27,Pierre-Marc D - pmduguay#67919,Evan C - PeasOfCrab#00133,2-1,,1,,MOM,,,,,,
10/3/2023 21:32:44,Pierre-Marc D - pmduguay#67919,Mike P - UnwieldyBiscuit#26471,2-0,,1,,WOE,,,,,,
10/3/2023 21:50:39,Evan C - PeasOfCrab#00133,Miguel B - Ethereus#60108,2-0,,1,,WOE,,,,,,
10/3/2023 22:00:07,Johnny M - Johnny#69519,Pierre-Marc D - pmduguay#67919,2-1,,1,,WOE,,,,,,
10/3/2023 22:37:29,Sean Sp - Talrand#06333,Mike P - UnwieldyBiscuit#26471,2-0,,1,,WOE,,,,,,
10/3/2023 23:07:21,Noah B - Sisco#71800,Johnny M - Johnny#69519,2-1,,1,,MOM,,,,,,
10/3/2023 23:37:01,Evan C - PeasOfCrab#00133,Tony G - YnotRock#76764,2-0,,1,,WOE,,,,,,
10/4/2023 0:07:40,Johnny M - Johnny#69519,Jacob V - Drysle#29533,2-1,,1,,MOM,,,,,,
