Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Messaged?
6/27/2024 17:29:25,Mike V - Lostinthewarp#09717,Matt K - KirbyKong#37457,2-0,,1,,
6/27/2024 17:31:11,Zach L - Redwood#12970,Thijn H - Thi-Jin#83537,2-0,,1,,
6/27/2024 17:37:49,Jondrion J - jondrion#40531,Archie B - archiebaker#44712,2-1,,1,,
6/27/2024 18:25:04,Ryan M - rrrn22#32842,Matt K - KirbyKong#37457,2-0,,1,,
6/27/2024 18:53:54,Sylvain T - Iquitos#15484,Ryan M - rrrn22#32842,2-0,,1,,
6/27/2024 19:19:58,Sylvain T - Iquitos#15484,Daniel M - HPWizard#40332,2-1,,1,,
6/27/2024 20:01:07,Paul S - YungChunk#45977,Sylvain T - Iquitos#15484,2-0,,1,ggs,
6/27/2024 20:28:33,Dan A - BEATDOWNBRINGA#04779,Daniel M - HPWizard#40332,2-0,,1,,
6/27/2024 20:49:38,Jo H - JoCool#84350,Enrique O - Caex#39549,2-1,,1,,
6/27/2024 21:08:21,Dan A - BEATDOWNBRINGA#04779,Marley L - BeautyAndTheGitrog#98732,2-1,,1,,
6/27/2024 21:10:49,Daniel M - HPWizard#40332,James T - RevisedIsland#19780,2-1,,1,,
6/27/2024 21:23:12,Christopher G - oompaloompa#65002,Michael M - Atombomb11991#07305,2-1,,1,,
6/27/2024 22:11:23,Enrique O - Caex#39549,James T - RevisedIsland#19780,2-1,,1,,
6/27/2024 23:06:21,Sawyer T - soyboy#35469,Josh T - jathornton#23245,2-0,,1,,
6/27/2024 23:18:31,Aaron A - Eclipse2470#03650,Andrew M - Robespierre#01976,2-0,,1,GGs,
6/27/2024 23:35:13,Joseph H - Sexcellence#51112,Paul S - YungChunk#45977,2-1,,1,,
6/27/2024 23:59:06,Daniel M - HPWizard#40332,Joseph H - Sexcellence#51112,2-1,,1,,
6/28/2024 0:08:39,Andrew M - Robespierre#01976,Caleb K - BlackEcho#09078,2-0,,1,,
6/28/2024 0:44:23,Daniel M - HPWizard#40332,Andrew M - Robespierre#01976,2-0,,1,,
6/28/2024 0:52:25,Caleb K - BlackEcho#09078,James M - Sol_Ring#09384,2-1,,1,ggs,
6/28/2024 0:56:25,Daniel G - FriskyHobbit#43185,Enrique O - Caex#39549,2-0,,1,,
6/28/2024 9:54:25,Jondrion J - jondrion#40531,Dirk E - BegginBlue#16667,2-0,,1,,
6/28/2024 10:30:42,Carlos V - ShuntStub#78198,Michael M - Atombomb11991#07305,2-1,,1,ggs,
6/28/2024 10:52:48,Jethro J - bigxjulius#88849,Philip B - Plipster#75000,2-0,,1,,
6/28/2024 11:23:07,Max B - baymillionaire#63544,Archie B - archiebaker#44712,2-1,,1,,
6/28/2024 11:42:01,Duncan M - RobRoyDuncan#16652,Jondrion J - jondrion#40531,2-0,,1,,
6/28/2024 11:53:26,Adam S - wizma#29010,Avery JB - Averyoftheelves#92950,2-0,,1,Good games!,
6/28/2024 12:07:41,Peter B - Celsius232#44031,Mike V - Lostinthewarp#09717,2-1,,1,,
6/28/2024 12:27:51,Johnny M - Johnny#69519,Archie B - archiebaker#44712,2-1,,1,,
6/28/2024 12:45:38,Alex S - Nicol Bolas#02755,Curtis K - Oblivion#40925,2-0,,1,,
6/28/2024 13:00:22,Enrique O - Caex#39549,Josh T - jathornton#23245,2-0,,1,,
6/28/2024 13:06:48,Alex S - Nicol Bolas#02755,Archie B - archiebaker#44712,2-0,,1,,
6/28/2024 13:53:45,Richard K - preacher26#59445,Philip B - Plipster#75000,2-1,,1,,
6/28/2024 14:36:54,Philip B - Plipster#75000,Daniel H - Cosmonaught#43147,2-1,,1,,
6/28/2024 14:43:38,Johnny M - Johnny#69519,Zack H - HackZolt#31077,2-0,,1,,
6/28/2024 15:06:24,Zeke W - smarmyplatapus#30066,Daniel S - Obitus#54120,2-0,,1,,
6/28/2024 15:23:04,Zack H - HackZolt#31077,Zeke W - smarmyplatapus#30066,2-0,,1,GGs!,
6/28/2024 15:39:51,Zack H - HackZolt#31077,Quill M - Nocnoc#13791,2-0,,1,GGs!,
6/28/2024 16:05:23,Quill M - Nocnoc#13791,Josh T - jathornton#23245,2-1,,1,,
6/28/2024 16:06:55,Enrique O - Caex#39549,Felipe C - Khirgh#61921,2-1,,1,,
6/28/2024 16:29:52,Carlos V - ShuntStub#78198,Chris R - Sinkwater#27508,2-0,,1,GGs,
6/28/2024 16:34:10,Enrique O - Caex#39549,Michael M - Atombomb11991#07305,2-0,,1,,
6/28/2024 16:59:48,Chris R - Sinkwater#27508,Quill M - Nocnoc#13791,2-0,,1,,
6/28/2024 17:34:18,Paul G - TheDragon#61289,Ryan D - TheSlickness#10857,2-0,,1,,
6/28/2024 17:46:25,Nik S - njsiii#50504,Cody-Rayce MG - Rayce#56572,2-1,,1,,
6/28/2024 17:49:31,Thomas C - jamberine#68248,Jonathan R - MetalFingers#36803,2-0,,1,,
6/28/2024 18:15:07,Mike V - Lostinthewarp#09717,Sylvain T - Iquitos#15484,2-0,,1,,
6/28/2024 18:35:35,Thomas C - jamberine#68248,Ryan D - TheSlickness#10857,2-0,,1,,
6/28/2024 18:40:56,Quill M - Nocnoc#13791,Cody-Rayce MG - Rayce#56572,2-1,,1,,
6/28/2024 18:42:20,Nick A - Nistar#14127,Damon B - Nomad#43918,2-0,,1,,
6/28/2024 19:06:37,Nick A - Nistar#14127,Quill M - Nocnoc#13791,2-0,,1,,
6/28/2024 19:11:33,Thomas C - jamberine#68248,Sylvain T - Iquitos#15484,2-0,,1,,
6/28/2024 19:19:09,Jordan M - JMTron#46639,Wyatt C - hotdolphin#30769,2-0,,1,,
6/28/2024 19:32:15,Quill M - Nocnoc#13791,Thomas C - jamberine#68248,2-1,,1,,
6/28/2024 19:32:42,Nick A - Nistar#14127,Amir H - Shazam#02792,2-1,,1,,
6/28/2024 19:34:01,Jonathan R - MetalFingers#36803,Alexis M - Alexsfly#67052,2-1,,1,,
6/28/2024 19:55:41,Jordan M - JMTron#46639,Alexis M - Alexsfly#67052,2-0,,1,,
6/28/2024 20:07:29,Amir H - Shazam#02792,Jonathan R - MetalFingers#36803,2-0,,1,,
6/28/2024 20:15:27,Thomas C - jamberine#68248,Alex O - NLP#02898,2-1,,1,,
6/28/2024 20:47:39,Joaquin E - DiabolicMachine#23891,Amir H - Shazam#02792,2-0,,1,,
6/28/2024 20:53:56,Jordan M - JMTron#46639,James T - RevisedIsland#19780,2-1,,1,,
6/28/2024 21:06:11,Chris Y - Yorke on Games#66909,Alex O - NLP#02898,2-0,,1,GGs!,
6/28/2024 21:19:56,Jordan M - JMTron#46639,Zeke W - smarmyplatapus#30066,2-0,,1,,
6/28/2024 21:38:18,Zeke W - smarmyplatapus#30066,Wyatt C - hotdolphin#30769,2-0,,1,,
6/28/2024 22:03:11,Christopher G - oompaloompa#65002,Amir H - Shazam#02792,2-0,,1,,
6/28/2024 23:22:53,Evan L - Evan#97713,Wyatt C - hotdolphin#30769,2-1,,1,,
6/28/2024 23:36:28,Jordan M - JMTron#46639,Nik S - njsiii#50504,2-0,,1,,
6/28/2024 23:52:06,Amir H - Shazam#02792,Sawyer T - soyboy#35469,2-1,,1,,
6/29/2024 0:38:05,Sawyer T - soyboy#35469,Jonathan R - MetalFingers#36803,2-1,,1,,
6/29/2024 1:07:30,Jack H - Rakic#98298,James M - Sol_Ring#09384,2-1,,1,,
6/29/2024 1:24:27,Wei C - Azayaka#83352,Jonathan R - MetalFingers#36803,2-0,,1,,
6/29/2024 1:26:58,Evan L - Evan#97713,Shuo L - Tamamo#30654,2-1,,1,,
6/29/2024 2:21:50,Paul G - TheDragon#61289,Sawyer T - soyboy#35469,2-0,,1,,
6/29/2024 2:29:29,Jethro J - bigxjulius#88849,Chris Y - Yorke on Games#66909,2-0,,1,,
6/29/2024 4:20:24,Cody-Rayce MG - Rayce#56572,Zev G - Meep3278#19615,2-1,,1,ggs,
6/29/2024 5:46:17,Nick A - Nistar#14127,Oskar T - ossytubbi#87966,2-1,,1,Great games!,
6/29/2024 7:31:09,François R - Ayora#29960,Quill M - Nocnoc#13791,2-1,,1,,
6/29/2024 7:37:02,Nick A - Nistar#14127,Zach C - ZachCarr#31881,2-1,,1,ggs!,
6/29/2024 8:42:11,Zach C - ZachCarr#31881,Oskar T - ossytubbi#87966,2-1,,1,GGs,
6/29/2024 9:36:02,Jethro J - bigxjulius#88849,Alexis M - Alexsfly#67052,2-0,,1,,
6/29/2024 10:23:43,Quill M - Nocnoc#13791,Oskar T - ossytubbi#87966,2-1,,1,,
6/29/2024 10:48:53,Curtis K - Oblivion#40925,Quill M - Nocnoc#13791,2-0,,1,,
6/29/2024 11:17:28,Chris Y - Yorke on Games#66909,Ron C - Lennor#52740,2-1,,1,Whalezz,
6/29/2024 11:17:59,Joaquin E - DiabolicMachine#23891,Jo H - JoCool#84350,2-1,,1,,
6/29/2024 11:49:34,Jo H - JoCool#84350,Chris Y - Yorke on Games#66909,2-0,,1,,
6/29/2024 11:55:03,Curtis K - Oblivion#40925,Chris S - shipleycgm#89474,2-1,,1,,
6/29/2024 12:02:44,Johnny M - Johnny#69519,Julian K - Citizen_Snippies#31245,2-0,,1,,
6/29/2024 12:17:14,Nicholas K - Bionick#55161,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,
6/29/2024 12:26:45,Jo H - JoCool#84350,Johnny M - Johnny#69519,2-1,,1,,
6/29/2024 12:46:56,Nicholas K - Bionick#55161,Curtis K - Oblivion#40925,2-1,,1,,
6/29/2024 13:08:55,Jack H - Rakic#98298,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,
6/29/2024 13:16:55,Richard K - preacher26#59445,James M - Sol_Ring#09384,2-1,,1,,
6/29/2024 13:21:40,Johnny M - Johnny#69519,Curtis K - Oblivion#40925,2-1,,1,,
6/29/2024 13:38:54,Dan A - BEATDOWNBRINGA#04779,Wyatt C - hotdolphin#30769,2-0,,1,,
6/29/2024 14:04:41,Cody-Rayce MG - Rayce#56572,Wyatt C - hotdolphin#30769,2-1,,1,gg wp,
6/29/2024 14:06:36,Johnny M - Johnny#69519,Shuo L - Tamamo#30654,2-0,,1,,
6/29/2024 14:26:06,Dan A - BEATDOWNBRINGA#04779,Curtis K - Oblivion#40925,2-1,,1,,
6/29/2024 14:41:45,Shuo L - Tamamo#30654,Cody-Rayce MG - Rayce#56572,2-0,,1,,
6/29/2024 15:01:24,Evan L - Evan#97713,Caleb G - Whynaut#28590,2-1,,,,
6/29/2024 15:01:26,Bob P - HIT#08120,Zev G - Meep3278#19615,2-1,,1,ggs,
6/29/2024 15:27:00,Michael B - Monkeymage#12141,Shuo L - Tamamo#30654,2-1,,1,,
6/29/2024 15:47:07,Bob P - HIT#08120,Lotte P - Lotte #93345,2-0,,1,ggs!,
6/29/2024 15:50:03,Caleb G - Whynaut#28590,François R - Ayora#29960,2-0,,1,,
6/29/2024 16:03:01,Michael B - Monkeymage#12141,Jack H - Rakic#98298,2-0,,1,,
6/29/2024 16:24:14,François R - Ayora#29960,Michael B - Monkeymage#12141,2-0,,1,,
6/29/2024 16:26:48,Caleb G - Whynaut#28590,Matthew G - Wolfeye#03170,2-1,,1,,
6/29/2024 16:38:06,Michael M - Atombomb11991#07305,Jack H - Rakic#98298,2-1,,1,,
6/29/2024 16:41:46,Nadir C - Diddy#38922,Nicholas K - Bionick#55161,2-1,,1,ggs,
6/29/2024 17:00:12,Michael B - Monkeymage#12141,Evan L - Evan#97713,2-0,,1,,
6/29/2024 17:01:02,Damon B - Nomad#43918,François R - Ayora#29960,2-0,,1,,
6/29/2024 17:23:41,Nadir C - Diddy#38922,Michael M - Atombomb11991#07305,2-1,,1,ggs,
6/29/2024 17:25:40,Johnny M - Johnny#69519,John P - gokuorgohome#51511,2-1,,1,,
6/29/2024 17:38:52,Jo H - JoCool#84350,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,
6/29/2024 18:49:25,Preston B - Vorbis#46420,Sylvain T - Iquitos#15484,2-0,,1,,
6/29/2024 18:56:43,Nicholas K - Bionick#55161,Zeke W - smarmyplatapus#30066,2-1,,1,,
6/29/2024 19:27:27,Zev G - Meep3278#19615,Nicholas K - Bionick#55161,2-1,,1,,
6/29/2024 20:01:12,Matthew G - Wolfeye#03170,Bob P - HIT#08120,2-0,,1,ggs,
6/29/2024 20:53:31,Daniel G - FriskyHobbit#43185,Alexis M - Alexsfly#67052,2-1,,1,,
6/29/2024 20:59:07,James Mc - Fireball#69952,Joaquin E - DiabolicMachine#23891,2-1,,1,,
6/29/2024 21:57:36,Bob P - HIT#08120,Wei C - Azayaka#83352,2-0,,1,,
6/29/2024 23:08:25,Bob P - HIT#08120,Zach L - Redwood#12970,2-1,,1,,
6/29/2024 23:15:22,Daniel G - FriskyHobbit#43185,Caleb G - Whynaut#28590,2-0,,1,,
6/30/2024 1:39:22,Michael M - Atombomb11991#07305,Patrick M - FullestJ#22936,2-1,,1,,
6/30/2024 2:26:59,Patrick M - FullestJ#22936,Jethro J - bigxjulius#88849,2-1,,1,,
6/30/2024 2:53:03,Patrick M - FullestJ#22936,Oskar T - ossytubbi#87966,2-0,,1,,
6/30/2024 4:18:06,Oskar T - ossytubbi#87966,Jethro J - bigxjulius#88849,2-1,,1,,
6/30/2024 8:11:50,Chris R - Sinkwater#27508,Jethro J - bigxjulius#88849,2-0,,1,,
6/30/2024 9:10:15,Chris R - Sinkwater#27508,Patrick M - FullestJ#22936,2-1,,1,,
6/30/2024 10:32:33,John P - gokuorgohome#51511,Gabe P - GLP#6825,2-0,,1,,
6/30/2024 12:09:15,James Mc - Fireball#69952,John P - gokuorgohome#51511,2-0,,1,,
6/30/2024 12:51:57,Alex H - Merriman#08092,Adam S - wizma#29010,2-1,,1,Good game (previous match report was incorrect),
6/30/2024 13:16:38,Kevin I - kni1993#29285,Zack H - HackZolt#31077,2-1,,1,,
6/30/2024 13:29:30,Alex O - NLP#02898,Quill M - Nocnoc#13791,2-0,,1,fun games!,
6/30/2024 13:39:36,James Mc - Fireball#69952,Chris R - Sinkwater#27508,2-1,,1,,
6/30/2024 14:24:29,Gabe P - GLP#6825,Philip B - Plipster#75000,2-1,,1,,
6/30/2024 14:52:31,Philip B - Plipster#75000,Alex H - Merriman#08092,2-0,,1,,
6/30/2024 15:19:29,Caleb G - Whynaut#28590,Zeke W - smarmyplatapus#30066,2-1,,1,,
6/30/2024 15:22:49,Alexis M - Alexsfly#67052,Zack H - HackZolt#31077,2-1,,1,,
6/30/2024 15:43:36,Paul G - TheDragon#61289,Michael M - Atombomb11991#07305,2-0,,1,,
6/30/2024 16:06:47,Mitchel S - SpaghettiMitch#18619,Shuo L - Tamamo#30654,2-0,,1,,
6/30/2024 16:28:53,Paul G - TheDragon#61289,Ron C - Lennor#52740,2-0,,1,,
6/30/2024 17:00:17,Curtis K - Oblivion#40925,Lotte P - Lotte #93345,2-1,,1,,
6/30/2024 17:23:13,Jack H - Rakic#98298,Zev G - Meep3278#19615,2-1,,1,,
6/30/2024 17:37:35,James Mc - Fireball#69952,Isaak W - Belern#84813,2-0,,1,,
6/30/2024 17:38:59,Michael M - Atombomb11991#07305,Philip B - Plipster#75000,2-0,,1,,
6/30/2024 17:40:50,Damon B - Nomad#43918,Kyle C - AFKyle#29319,2-1,,1,,
6/30/2024 18:00:58,Philip B - Plipster#75000,Zev G - Meep3278#19615,2-0,,1,,
6/30/2024 18:10:31,Avery JB - Averyoftheelves#92950,Julian K - Citizen_Snippies#31245,2-1,,1,ggs! mirror match,
6/30/2024 18:30:23,Isaak W - Belern#84813,Kyle C - AFKyle#29319,2-1,,1,Ggs,
6/30/2024 19:11:47,Alex H - Merriman#08092,Julian K - Citizen_Snippies#31245,2-1,,1,,
6/30/2024 19:28:53,Zack H - HackZolt#31077,Nick W - Wheelo#89557,2-0,,1,GGs,
6/30/2024 20:03:14,Julian K - Citizen_Snippies#31245,Nick W - Wheelo#89557,2-0,,1,,
6/30/2024 20:38:30,Max B - baymillionaire#63544,Avery JB - Averyoftheelves#92950,2-1,,1,,
6/30/2024 21:01:33,Nick W - Wheelo#89557,Matt F - MadeMyBus#92429,2-1,,1,,
6/30/2024 21:21:42,Michael B - Monkeymage#12141,Chris O - Chriso91#46230,2-0,,1,,
6/30/2024 21:30:30,Philip B - Plipster#75000,Miguel B - Ethereus#60108,2-0,,1,,
6/30/2024 22:35:59,Matt F - MadeMyBus#92429,Isaak W - Belern#84813,2-1,,1,,
6/30/2024 23:01:26,Caleb K - BlackEcho#09078,Aaron B - Bevelman#18220,2-0,,1,ggs,
6/30/2024 23:08:54,Zack H - HackZolt#31077,Matt F - MadeMyBus#92429,2-1,,1,"GG, sorry autptapper got you :( ",
6/30/2024 23:26:49,Chris O - Chriso91#46230,Philip B - Plipster#75000,2-1,,1,,
6/30/2024 23:26:59,Miguel B - Ethereus#60108,Mitchel S - SpaghettiMitch#18619,2-1,,1,GGs!,
6/30/2024 23:54:17,Christopher G - oompaloompa#65002,Caleb K - BlackEcho#09078,2-1,,1,,
7/1/2024 0:52:42,Alex H - Merriman#08092,Mitchel S - SpaghettiMitch#18619,2-1,,1,Emrakul vs goyfs,
7/1/2024 10:30:37,John P - gokuorgohome#51511,Alex H - Merriman#08092,2-1,,1,,
7/1/2024 11:44:49,Dan H - dan12456#37617,Gabe P - GLP#6825,2-1,,1,,
7/1/2024 12:35:10,Nik S - njsiii#50504,Richard K - preacher26#59445,2-1,,1,,
7/1/2024 14:19:09,Philip B - Plipster#75000,Daniel G - FriskyHobbit#43185,2-1,,1,,
7/1/2024 15:08:37,Matthias H - Rezreh#11308,Mike V - Lostinthewarp#09717,2-1,,1,,
7/1/2024 15:32:12,Avery JB - Averyoftheelves#92950,Christopher S - Stemz#96067,2-0,,1,ggs,
7/1/2024 15:38:54,François R - Ayora#29960,Gabe P - GLP#6825,2-1,,1,,
7/1/2024 15:43:39,Tom M - TomSoniQ#28649,Nadir C - Diddy#38922,2-0,,1,,
7/1/2024 17:30:33,Damon B - Nomad#43918,Matt K - KirbyKong#37457,2-1,,1,,
7/1/2024 17:52:00,Craig B - DraftHavoc#97754,Sawyer T - soyboy#35469,2-1,,1,,
7/1/2024 18:03:49,Christopher S - Stemz#96067,Isaak W - Belern#84813,2-0,,1,gg,
7/1/2024 18:44:57,Kevin I - kni1993#29285,Evan C - PeasOfCrab#00133,2-1,,1,,
7/1/2024 18:52:43,Daniel G - FriskyHobbit#43185,Alex O - NLP#02898,2-0,,1,,
7/1/2024 18:53:18,Chris R - Sinkwater#27508,Matt K - KirbyKong#37457,2-1,,1,,
7/1/2024 19:36:24,Evan C - PeasOfCrab#00133,Tony G - YnotRock#76764,2-0,,1,,
7/1/2024 19:51:44,Chris Y - Yorke on Games#66909,Edgar A - PlayfulTerror#04926,2-0,,1,W3 getting there!,
7/1/2024 19:53:55,Wei C - Azayaka#83352,Matt K - KirbyKong#37457,2-0,,1,,
7/1/2024 20:01:10,Daniel G - FriskyHobbit#43185,Aaron A - Eclipse2470#03650,2-1,,1,,
7/1/2024 20:06:51,Evan C - PeasOfCrab#00133,Wei C - Azayaka#83352,2-0,,1,,
7/1/2024 20:28:19,Evan C - PeasOfCrab#00133,Edgar A - PlayfulTerror#04926,2-1,,1,,
7/1/2024 21:09:24,Christopher G - oompaloompa#65002,Miguel B - Ethereus#60108,2-1,,1,,
7/1/2024 21:12:45,Preston B - Vorbis#46420,Tony G - YnotRock#76764,2-0,,1,,
7/1/2024 21:54:02,Wei C - Azayaka#83352,Tony G - YnotRock#76764,2-1,,1,,
7/1/2024 21:59:37,Evan C - PeasOfCrab#00133,Miguel B - Ethereus#60108,2-0,,1,,
7/1/2024 22:36:17,Miguel B - Ethereus#60108,Tony G - YnotRock#76764,2-1,,1,GGs!,
7/1/2024 22:48:07,Dan H - dan12456#37617,Joseph H - Sexcellence#51112,2-0,,1,,
7/2/2024 0:21:00,Matt F - MadeMyBus#92429,Kyle C - AFKyle#29319,2-0,,1,,
7/2/2024 0:59:29,Nik S - njsiii#50504,Jeremy E - Lhurgoyf#37289,2-0,,1,,
7/2/2024 11:25:28,Dan H - dan12456#37617,Richard K - preacher26#59445,2-0,,1,,
7/2/2024 12:04:15,Matthias H - Rezreh#11308,Nik S - njsiii#50504,2-1,,1,,
7/2/2024 12:17:51,Peter B - Celsius232#44031,Craig B - DraftHavoc#97754,2-0,,1,,
7/2/2024 13:24:06,Zach L - Redwood#12970,Peter B - Celsius232#44031,2-1,,1,,
7/2/2024 14:09:56,John P - gokuorgohome#51511,Zach L - Redwood#12970,2-1,,1,,
7/2/2024 14:14:23,Ryan M - rrrn22#32842,Peter B - Celsius232#44031,2-0,,1,,
7/2/2024 14:56:01,Tom M - TomSoniQ#28649,Ryan M - rrrn22#32842,2-0,,1,,
7/2/2024 15:51:34,Kevin I - kni1993#29285,Paul G - TheDragon#61289,2-1,,1,,
7/2/2024 16:00:21,Emmett F - Sepulchure#51526,Ryan M - rrrn22#32842,2-1,,1,,
7/2/2024 16:23:28,Peter B - Celsius232#44031,Christian L - xXAlpineXx#54284,2-0,,1,,
7/2/2024 16:42:45,Kevin I - kni1993#29285,Dan H - dan12456#37617,2-0,,1,,
7/2/2024 17:53:33,Kyle C - AFKyle#29319,Christian L - xXAlpineXx#54284,2-1,,1,,
7/2/2024 18:35:10,Chris S - shipleycgm#89474,Christian L - xXAlpineXx#54284,2-0,,1,,
7/2/2024 18:45:39,Dan H - dan12456#37617,Kyle C - AFKyle#29319,2-0,,1,,
7/2/2024 19:52:20,Nick W - Wheelo#89557,Chris S - shipleycgm#89474,2-1,,1,,
7/2/2024 20:14:00,Chris R - Sinkwater#27508,Edgar A - PlayfulTerror#04926,2-1,,1,,
7/2/2024 20:44:52,DeWitt K - SeethingOctopus#02129,Nick W - Wheelo#89557,2-0,,1,ggs!,
7/2/2024 21:10:57,Aaron B - Bevelman#18220,DeWitt K - SeethingOctopus#02129,2-0,,1,,
7/2/2024 22:01:55,Emmett F - Sepulchure#51526,Evan L - Evan#97713,2-1,,1,,
7/2/2024 22:10:04,Daniel M - HPWizard#40332,Isaak W - Belern#84813,2-1,,1,,
7/2/2024 22:11:48,Tony G - YnotRock#76764,DeWitt K - SeethingOctopus#02129,2-1,,1,,
7/2/2024 23:05:12,Avery JB - Averyoftheelves#92950,Caleb K - BlackEcho#09078,2-0,,1,Ggs!,
7/2/2024 23:07:55,Mike N - Gosu#85506,Emmett F - Sepulchure#51526,2-1,,1,ggwp,
7/2/2024 23:41:30,Sawyer T - soyboy#35469,Mitchel S - SpaghettiMitch#18619,2-0,,1,,
7/2/2024 23:58:04,Emmett F - Sepulchure#51526,Julian K - Citizen_Snippies#31245,2-1,,1,,
7/3/2024 0:41:05,Steve T - strout#45062,Avery JB - Averyoftheelves#92950,2-1,,1,GGs!,
7/3/2024 1:16:18,Emmett F - Sepulchure#51526,Steve T - strout#45062,2-1,,1,,
7/3/2024 1:17:53,Sawyer T - soyboy#35469,Andrew M - Robespierre#01976,2-1,,1,,
7/3/2024 4:55:35,Andrew M - Robespierre#01976,Aaron A - Eclipse2470#03650,2-0,,1,,
7/3/2024 9:20:09,Cédric L - Hota#65816,Dirk E - BegginBlue#16667,2-1,,1,,
7/3/2024 10:58:42,Ryan M - rrrn22#32842,Cédric L - Hota#65816,2-0,,1,,
7/3/2024 11:30:37,Duncan M - RobRoyDuncan#16652,Cédric L - Hota#65816,2-0,,1,,
7/3/2024 12:06:35,Archie B - archiebaker#44712,Cédric L - Hota#65816,2-0,,1,,
7/3/2024 12:29:05,Harry B - Midnight_0il#97781,Chris O - Chriso91#46230,2-1,,1,,
7/3/2024 13:00:26,Duncan M - RobRoyDuncan#16652,Harry B - Midnight_0il#97781,2-0,,1,,
7/3/2024 13:07:15,Chris O - Chriso91#46230,Ryan M - rrrn22#32842,2-0,,1,,
7/3/2024 13:24:29,Cédric L - Hota#65816,Damon B - Nomad#43918,2-1,,1,,
7/3/2024 14:04:33,James T - RevisedIsland#19780,Ryan D - TheSlickness#10857,2-0,,1,,
7/3/2024 14:46:28,Wesley C - GigaVoltaic#11782,Craig B - DraftHavoc#97754,2-1,,1,,
7/3/2024 14:54:28,Steve T - strout#45062,Sawyer T - soyboy#35469,2-0,,1,GGs!,
7/3/2024 15:09:28,DeWitt K - SeethingOctopus#02129,Peter B - Celsius232#44031,2-0,,1,ggs,
7/3/2024 15:22:13,Matthias H - Rezreh#11308,Craig B - DraftHavoc#97754,2-1,,1,,
7/3/2024 15:40:18,Jeremy E - Lhurgoyf#37289,DeWitt K - SeethingOctopus#02129,2-0,,1,,
7/3/2024 16:10:41,Jo H - JoCool#84350,Craig B - DraftHavoc#97754,2-0,,1,,
7/3/2024 16:52:36,Nadir C - Diddy#38922,Archie B - archiebaker#44712,2-0,,1,ggs!,
7/3/2024 17:16:46,Aaron B - Bevelman#18220,Matthias H - Rezreh#11308,2-1,,1,ggs,
7/3/2024 18:06:09,Archie B - archiebaker#44712,Sylvain T - Iquitos#15484,2-0,,1,,
7/3/2024 19:39:53,Preston B - Vorbis#46420,James T - RevisedIsland#19780,2-0,,1,,
7/3/2024 19:56:36,Aaron B - Bevelman#18220,Kevin I - kni1993#29285,2-0,,1,,
7/3/2024 20:44:31,Max B - baymillionaire#63544,Joseph H - Sexcellence#51112,2-1,,1,,
7/3/2024 20:53:20,Chris O - Chriso91#46230,Jeremy E - Lhurgoyf#37289,2-1,,1,,
7/3/2024 21:32:14,Zach C - ZachCarr#31881,Max B - baymillionaire#63544,2-1,,1,GGs,
7/3/2024 21:44:27,Joe T - elasticity#07466,Maranda L - BlackCanary#59791,2-1,,1,,
7/3/2024 22:23:10,James Mc - Fireball#69952,Daniel M - HPWizard#40332,2-0,,1,,
7/3/2024 23:30:36,James Mc - Fireball#69952,Aaron B - Bevelman#18220,2-1,,1,,
7/3/2024 23:41:38,Steve T - strout#45062,Josh T - jathornton#23245,2-0,,1,GGs!,
7/3/2024 23:43:37,Maranda L - BlackCanary#59791,Christopher S - Stemz#96067,2-1,,1,,
7/4/2024 0:11:42,Steve T - strout#45062,Zack H - HackZolt#31077,2-1,,1,GGs!,
7/4/2024 0:52:08,Steve T - strout#45062,Jeremy E - Lhurgoyf#37289,2-1,,1,GGs!,
7/4/2024 1:46:15,Steve T - strout#45062,Zeke W - smarmyplatapus#30066,2-1,,1,GGs!,
7/4/2024 10:22:58,Richard K - preacher26#59445,Mike N - Gosu#85506,2-0,,1,,
7/4/2024 11:01:52,Mike N - Gosu#85506,Enrique O - Caex#39549,2-1,,1,ggwp,
7/4/2024 11:45:33,Matthew G - Wolfeye#03170,Daniel M - HPWizard#40332,2-1,,1,ggs,
7/4/2024 12:24:51,Jeremy E - Lhurgoyf#37289,Adam S - wizma#29010,2-1,,1,,
7/4/2024 12:49:19,Tom M - TomSoniQ#28649,Matthew G - Wolfeye#03170,2-1,,1,,
7/4/2024 13:23:37,Matthew G - Wolfeye#03170,Thijn H - Thi-Jin#83537,2-1,,1,ggs,
7/4/2024 13:55:19,Thijn H - Thi-Jin#83537,Enrique O - Caex#39549,2-0,,1,,
7/4/2024 14:15:26,Richard K - preacher26#59445,Julian K - Citizen_Snippies#31245,2-0,,1,,
7/4/2024 14:28:02,Jeremy E - Lhurgoyf#37289,Duncan M - RobRoyDuncan#16652,2-1,,1,great games Duncan!,
7/4/2024 14:31:23,Chris D - Stereolab#37691,Tom M - TomSoniQ#28649,2-1,,1,,
7/4/2024 14:48:14,Mitchel S - SpaghettiMitch#18619,Matthew G - Wolfeye#03170,2-0,,1,,
7/4/2024 14:55:03,Maranda L - BlackCanary#59791,Dirk E - BegginBlue#16667,2-0,,1,,
7/4/2024 16:12:32,Max B - baymillionaire#63544,Lotte P - Lotte #93345,2-1,,1,,
