Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Punishment Pack - must be ONE for Compleated players,,Punishment Pack choice?
3/9/2023 13:14:30,Cody-Rayce MG - Rayce#56572,Mike B - Xenomorph#62228,2-1,,1,ggs lands again :(,ONE,,
3/9/2023 14:31:26,John R - Ged#72302,Shane K - Malfunktion#31013,2-1,,1,,ONE,,
3/9/2023 16:08:07,Jesse R - Zephaer#38941,Amir A - HowDoesOneChoose#47480,2-0,,1,,ONE,,
3/9/2023 16:31:13,Amir A - HowDoesOneChoose#47480,Serge T - Sergyboy514#39979,2-0,,1,,ONE,,
3/9/2023 16:59:54,Cody-Rayce MG - Rayce#56572,Maranda L - BlackCanary#59791,2-0,,1,ggs tough draws :(,ONE,,
3/9/2023 17:03:02,James T - RevisedIsland#19780,Shane K - Malfunktion#31013,2-0,,1,,ONE,,
3/9/2023 17:50:10,Rafael F - Prudent#24319,Mitchel S - SpaghettiMitch#18619,2-1,,1,,ONE,,
3/9/2023 18:44:17,Mitchel S - SpaghettiMitch#18619,Michael M - Atombomb11991#07305,2-1,,1,,ONE,,
3/9/2023 18:56:27,Russell S - rstad#89052,Kyle C - AFKyle#29319,2-1,,1,,NEO,,
3/9/2023 19:33:05,Kyle C - AFKyle#29319,Mike P - UnwieldyBiscuit#26471,2-0,,1,,ONE,,
3/9/2023 20:31:46,Jaidin M - MnemonicDevice#38774,Kyle C - AFKyle#29319,2-0,,1,all will be one,ONE,,
3/9/2023 20:49:18,Russell S - rstad#89052,Xander B - Loudnes#53855,2-0,,1,,ONE,,
3/9/2023 21:01:18,Adam S - Wizma#29010,Jaidin M - MnemonicDevice#38774,2-1,,1,Good games!,ONE,,
3/9/2023 22:03:46,Nik S - njsiii#50504,Zach C - ZachCarr#31881,2-1,,1,,ONE,,
3/9/2023 22:32:09,Adam S - Wizma#29010,Zach C - ZachCarr#31881,2-0,,1,Great games!,ONE,,
3/9/2023 22:53:05,Nik S - njsiii#50504,Kyle C - AFKyle#29319,2-0,,1,,BRO,,
3/10/2023 1:27:12,Sean S - UnknownThursday#95034,Mike G - eatmecompletely#43399,2-1,,1,,ONE,,
3/10/2023 1:50:24,Sean S - UnknownThursday#95034,Jaidin M - MnemonicDevice#38774,2-1,,1,,ONE,,
3/10/2023 12:12:15,Amir A - HowDoesOneChoose#47480,Dennis K - Mazamune#87737,2-0,,1,,ONE,,
3/10/2023 13:47:40,Steve T - strout#45062,Shane K - Malfunktion#31013,2-1,,1,Close games!,ONE,,
3/10/2023 14:11:23,Steve T - strout#45062,Mike G - eatmecompletely#43399,2-0,,1,,ONE,,
3/10/2023 14:43:08,Russell S - rstad#89052,Doug Co - daceris#24713,2-1,,1,,ONE,,
3/10/2023 15:25:05,Dennis K - Mazamune#87737,Steve T - strout#45062,2-1,,1,mtga luck,ONE,,
3/10/2023 16:00:23,Emmett F - Sepulchure#51526,Maranda L - BlackCanary#59791,2-1,,1,,ONE,,
3/10/2023 16:00:55,Rafael F - Prudent#24319,John R - Ged#72302,2-0,,1,,ONE,,
3/10/2023 17:25:23,Jesse R - Zephaer#38941,Patrick M - FullestJ#22936,2-0,,1,,ONE,,
3/10/2023 17:53:10,John P - gokuorgohome#51511,Jesse R - Zephaer#38941,2-1,,1,i did it!,ONE,,
3/10/2023 18:15:32,Maxime R - Tasigurr#89921,Jake C - the_man_mulcahey#74753,2-1,,1,,ONE,,
3/10/2023 19:03:58,Jesse R - Zephaer#38941,Jake C - the_man_mulcahey#74753,2-1,,1,,ONE,,
3/10/2023 19:19:58,Kevin I - kni1993#29285,Mike G - eatmecompletely#43399,2-0,,1,Gg,ONE,,
3/10/2023 19:21:56,Damian S - ButCrackMagic#71223,Jesse R - Zephaer#38941,2-0,,1,,ONE,,
3/10/2023 19:38:57,Jake C - the_man_mulcahey#74753,John P - gokuorgohome#51511,2-1,,1,,ONE,,
3/10/2023 19:56:27,Justin P - Code Pigeon#84057,Sawyer T - soyboy#35469,2-1,,1,,ONE,,
3/10/2023 20:11:35,Justin P - Code Pigeon#84057,Damian S - ButCrackMagic#71223,2-0,,1,,ONE,,
3/10/2023 20:33:28,Damian S - ButCrackMagic#71223,Troy R - Pengwin#05127,2-0,,1,,ONE,,
3/10/2023 20:55:38,Dan A - BEATDOWNBRINGA#04779,Maxime R - Tasigurr#89921,2-0,,1,,ONE,,
3/10/2023 21:43:10,Sawyer T - soyboy#35469,Dennis K - Mazamune#87737,2-0,,1,,ONE,,
3/10/2023 21:48:11,Doug Co - daceris#24713,Damian S - ButCrackMagic#71223,2-1,,1,,ONE,,
3/10/2023 21:55:33,Justin P - Code Pigeon#84057,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,ONE,,
3/10/2023 22:38:36,Justin P - Code Pigeon#84057,Dennis K - Mazamune#87737,2-0,,1,,ONE,,
3/11/2023 0:34:24,Trevor F - treskies#75643,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,ONE,,
3/11/2023 4:19:38,Paul G - TheDragon#61289,Raghu B - midnitfalcon#19670,2-1,,1,,ONE,,
3/11/2023 6:07:25,Aaron H - UlamogOurSaviour#56444,Jesse R - Zephaer#38941,2-0,,1,,ONE,,
3/11/2023 8:51:52,Pierre-Marc D - pmduguay#67919,Paul G - TheDragon#61289,2-0,,1,,ONE,,
3/11/2023 9:05:30,Pierre-Marc D - pmduguay#67919,Kevin I - kni1993#29285,2-0,,1,,ONE,,
3/11/2023 9:41:06,Aaron H - UlamogOurSaviour#56444,Pierre-Marc D - pmduguay#67919,2-0,,1,,VOW,,
3/11/2023 10:11:02,Aaron H - UlamogOurSaviour#56444,Amir A - HowDoesOneChoose#47480,2-0,,1,,ONE,,
3/11/2023 11:00:31,Eric S - Smitte#94855,Raghu B - midnitfalcon#19670,2-1,,1,,ONE,,
3/11/2023 11:22:32,Anthony S - Kingboars#88381,Jordan M - JMTron#46639,2-0,,1,,ONE,,
3/11/2023 11:52:37,Anthony S - Kingboars#88381,Eric S - Smitte#94855,2-0,,1,,ONE,,
3/11/2023 12:19:45,Jordan M - JMTron#46639,Raghu B - midnitfalcon#19670,2-1,,1,,ONE,,
3/11/2023 12:55:59,Mason G - bear6875#02260,Anthony S - Kingboars#88381,2-1,,1,,ONE,,
3/11/2023 13:05:02,Eric S - Smitte#94855,Chris Y - Yorke on Games#66909,2-0,,1,,ONE,,
3/11/2023 13:22:35,Chris R - Sinkwater#27508,Johnny M - Johnny#69519,2-0,,1,,ONE,,
3/11/2023 13:38:57,Chris Y - Yorke on Games#66909,Dan K - Fizishy#82483,2-0,,1,Cheated the reaper!,ONE,,
3/11/2023 13:55:34,Chris R - Sinkwater#27508,Anthony S - Kingboars#88381,2-0,,1,,ONE,,
3/11/2023 14:24:18,Maxime R - Tasigurr#89921,Anthony S - Kingboars#88381,2-1,,1,,ONE,,
3/11/2023 14:32:08,Christopher S - Stemz#96067,Chris Y - Yorke on Games#66909,2-1,,1,gg!,ONE,,
3/11/2023 14:35:19,Ryan D - TheSlickness#10857,Sawyer T - soyboy#35469,2-1,,1,,ONE,,
3/11/2023 14:54:52,Ryan D - TheSlickness#10857,Maxime R - Tasigurr#89921,2-0,,1,,ONE,,
3/11/2023 15:05:33,Chris R - Sinkwater#27508,Christopher S - Stemz#96067,2-0,,1,,ONE,,
3/11/2023 15:27:23,Shuo L - Tamamo#30654,Raghu B - midnitfalcon#19670,2-0,,1,,ONE,,
3/11/2023 15:49:15,Shuo L - Tamamo#30654,Sylvain T - Iquitos#15484,2-0,,1,,ONE,,
3/11/2023 16:47:49,Dan K - Fizishy#82483,Eric S - Smitte#94855,2-1,,1,,ONE,,
3/11/2023 17:11:54,Sawyer T - soyboy#35469,Jordan M - JMTron#46639,2-1,,1,,ONE,,
3/11/2023 18:20:39,Sawyer T - soyboy#35469,Jeremy E - Lhurgoyf#37289,2-0,,1,,ONE,,
3/11/2023 18:21:27,John P - gokuorgohome#51511,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,ONE,,
3/11/2023 18:59:09,Dan A - BEATDOWNBRINGA#04779,Daniel G - FriskyHobbit#43185,2-0,,1,,ONE,,
3/11/2023 19:02:52,Ryan D - TheSlickness#10857,John P - gokuorgohome#51511,2-1,,1,,ONE,,
3/11/2023 19:04:34,Damian S - ButCrackMagic#71223,Michael M - Atombomb11991#07305,2-1,,1,,ONE,,
3/11/2023 22:21:47,Trevor F - treskies#75643,Dan K - Fizishy#82483,2-0,,1,,ONE,,
3/12/2023 0:45:37,Justin P - Code Pigeon#84057,Trevor F - treskies#75643,2-1,,1,,ONE,,
3/12/2023 1:25:48,Shuo L - Tamamo#30654,Eric S - Smitte#94855,2-1,,1,,ONE,,
3/12/2023 1:45:37,Shuo L - Tamamo#30654,Jeremy E - Lhurgoyf#37289,2-0,,1,,ONE,,
3/12/2023 9:31:42,Aaron H - UlamogOurSaviour#56444,Serge T - Sergyboy514#39979,2-1,,1,,ONE,,
3/12/2023 10:21:00,Chris R - Sinkwater#27508,John R - Ged#72302,2-0,,1,,ONE,,
3/12/2023 10:55:19,Steve T - strout#45062,Aaron H - UlamogOurSaviour#56444,2-1,,1,,ONE,,
3/12/2023 11:28:12,John R - Ged#72302,Amir A - HowDoesOneChoose#47480,2-1,,1,GGS,ONE,,
3/12/2023 11:29:32,Tim M - Ancra#27039,Steve T - strout#45062,2-1,,1,,ONE,,
3/12/2023 13:22:27,Rafael F - Prudent#24319,Mason G - bear6875#02260,2-0,,1,,ONE,,
3/12/2023 13:54:10,Michael M - Atombomb11991#07305,Daniel G - FriskyHobbit#43185,2-1,,1,,ONE,,
3/12/2023 14:38:56,Tim M - Ancra#27039,Daniel G - FriskyHobbit#43185,2-1,,1,,ONE,,
3/12/2023 15:28:05,Mason G - bear6875#02260,Michael M - Atombomb11991#07305,2-1,,1,,ONE,,
3/12/2023 15:58:19,Serge T - Sergyboy514#39979,Doug Co - daceris#24713,2-1,,1,,ONE,,
3/12/2023 16:02:55,Paul G - TheDragon#61289,Mason G - bear6875#02260,2-0,,1,,ONE,,
3/12/2023 16:37:59,Serge T - Sergyboy514#39979,Michael M - Atombomb11991#07305,2-1,,1,,ONE,,
3/12/2023 16:38:26,Jeremy E - Lhurgoyf#37289,Jaidin M - MnemonicDevice#38774,2-0,,1,,ONE,,
3/12/2023 17:01:24,Doug Co - daceris#24713,Emmett F - Sepulchure#51526,2-0,,1,,ONE,,
3/12/2023 17:13:12,Serge T - Sergyboy514#39979,Shuo L - Tamamo#30654,2-1,,1,,ONE,,
3/12/2023 17:32:22,Ryan D - TheSlickness#10857,Adam S - Wizma#29010,2-1,,1,,ONE,,
3/12/2023 18:25:15,John R - Ged#72302,Christopher S - Stemz#96067,2-1,,1,ggs!,ONE,,
3/12/2023 19:00:45,Russell S - rstad#89052,Serge T - Sergyboy514#39979,2-0,,1,,ONE,,
3/12/2023 19:03:01,Jeremy E - Lhurgoyf#37289,Christopher S - Stemz#96067,2-1,,1,,ONE,,
3/12/2023 19:26:28,Christopher S - Stemz#96067,Xander B - Loudnes#53855,2-0,,1,gg!,ONE,,
3/12/2023 20:15:03,Russell S - rstad#89052,Christopher S - Stemz#96067,2-1,,1,,ONE,,
3/12/2023 20:26:46,Johnny M - Johnny#69519,Zeke W - smarmyplatapus#30066,2-1,,1,,ONE,,
3/12/2023 20:46:24,Rafael F - Prudent#24319,Zeke W - smarmyplatapus#30066,2-0,,1,,ONE,,
3/12/2023 21:35:11,Nicholas K - Bionick#55161,Emmett F - Sepulchure#51526,2-0,,1,,ONE,,
3/12/2023 21:40:50,Trevor F - treskies#75643,Johnny M - Johnny#69519,2-0,,1,,ONE,,
3/12/2023 22:08:38,Maranda L - BlackCanary#59791,Nicholas K - Bionick#55161,2-1,,1,,VOW,,
3/12/2023 22:35:22,Nicholas K - Bionick#55161,Christopher S - Stemz#96067,2-1,,1,,ONE,,
3/12/2023 22:41:49,Chris P - Joker01#66827,Emmett F - Sepulchure#51526,2-1,,1,,ONE,,
3/12/2023 23:10:42,Nicholas K - Bionick#55161,Cody-Rayce MG - Rayce#56572,2-1,,1,,ONE,,
3/12/2023 23:22:37,Chris P - Joker01#66827,Pierre-Marc D - pmduguay#67919,2-1,,1,,VOW,,
3/12/2023 23:51:14,Jeremy E - Lhurgoyf#37289,Nicholas K - Bionick#55161,2-1,,1,,SNC,,
3/12/2023 23:52:29,Cody-Rayce MG - Rayce#56572,Chris P - Joker01#66827,2-1,,1,ggs wp,ONE,,
3/13/2023 0:14:54,Cody-Rayce MG - Rayce#56572,Pierre-Marc D - pmduguay#67919,2-0,,1,ggs wp,VOW,,
3/13/2023 0:32:45,Emmett F - Sepulchure#51526,Cody-Rayce MG - Rayce#56572,2-0,,1,,ONE,,
3/13/2023 19:01:52,Dan A - BEATDOWNBRINGA#04779,Doug Co - daceris#24713,2-1,,1,,ONE,,
3/13/2023 19:29:10,Caleb G - Whynaut#28590,Cody-Rayce MG - Rayce#56572,2-0,,1,,NEO,,
3/13/2023 19:59:37,Caleb G - Whynaut#28590,Nik S - njsiii#50504,2-1,,1,,ONE,,
3/13/2023 20:47:12,John P - gokuorgohome#51511,Chris R - Sinkwater#27508,2-0,,1,,ONE,,
3/13/2023 20:47:59,Adam S - Wizma#29010,Nik S - njsiii#50504,2-0,,1,Good games ,ONE,,
3/13/2023 21:34:05,Rafael F - Prudent#24319,Nik S - njsiii#50504,2-0,,1,,ONE,,
3/13/2023 22:36:29,Trevor F - treskies#75643,Maxime R - Tasigurr#89921,2-1,,1,,ONE,,
3/13/2023 22:43:17,Adam S - Wizma#29010,Sean S - UnknownThursday#95034,2-1,,1,ONE’s almost over lol,ONE,,
3/13/2023 23:02:24,Chris P - Joker01#66827,Noah B - Sisco#71800,2-0,,1,,BRO,,
3/13/2023 23:25:48,Mitchel S - SpaghettiMitch#18619,Chris P - Joker01#66827,2-0,,1,,ONE,,
3/13/2023 23:58:52,Mitchel S - SpaghettiMitch#18619,Noah B - Sisco#71800,2-0,,1,,BRO,,
3/14/2023 15:39:43,John R - Ged#72302,Russell S - rstad#89052,2-1,,1,GGS,ONE,,
3/14/2023 18:02:18,Noah B - Sisco#71800,Amir A - HowDoesOneChoose#47480,2-1,,1,,ONE,,
3/14/2023 18:13:38,Nik S - njsiii#50504,Paul G - TheDragon#61289,2-1,,1,,ONE,,
3/14/2023 18:45:12,Shane K - Malfunktion#31013,Paul G - TheDragon#61289,2-1,,1,,ONE,,
3/14/2023 18:49:39,Noah B - Sisco#71800,Adam S - Wizma#29010,2-1,,1,GGz,ONE,,
3/14/2023 18:51:46,Mitchel S - SpaghettiMitch#18619,Ryan D - TheSlickness#10857,2-1,,1,,ONE,,
3/14/2023 19:28:51,Caleb G - Whynaut#28590,Shane K - Malfunktion#31013,2-1,,1,,ONE,,
3/14/2023 21:39:27,Rafael F - Prudent#24319,Daniel G - FriskyHobbit#43185,2-1,,1,,ONE,,
3/14/2023 23:43:42,Rafael F - Prudent#24319,Mitchel S - SpaghettiMitch#18619,2-1,,1,,ONE,,
3/15/2023 1:00:03,Sean S - UnknownThursday#95034,Mitchel S - SpaghettiMitch#18619,2-1,,1,,ONE,,
3/15/2023 13:35:36,Krzys H - FaceBeardMcBeard#24731,Chris P - Joker01#66827,2-1,,1,,ONE,,
3/15/2023 14:11:32,Krzys H - FaceBeardMcBeard#24731,Sylvain T - Iquitos#15484,2-0,,1,,ONE,,
3/15/2023 15:02:23,Caleb G - Whynaut#28590,Zeke W - smarmyplatapus#30066,2-0,,1,,ONE,,
3/15/2023 15:22:10,Zeke W - smarmyplatapus#30066,Lee B - MagicMorningBrew#76946,2-0,,1,,ONE,,
3/15/2023 15:46:22,Caleb G - Whynaut#28590,Lee B - MagicMorningBrew#76946,2-0,,1,,ONE,,
3/15/2023 16:04:57,Noah B - Sisco#71800,Krzys H - FaceBeardMcBeard#24731,2-1,,1,,ONE,,
3/15/2023 20:29:25,Jordan M - JMTron#46639,Noah B - Sisco#71800,2-0,,1,,BRO,,
3/15/2023 22:23:10,Nik S - njsiii#50504,Maranda L - BlackCanary#59791,2-0,,1,,ONE,,
3/15/2023 22:59:48,Adam S - Wizma#29010,Maranda L - BlackCanary#59791,2-1,,1,You're free of ONE! GGs,ONE,,
3/16/2023 0:10:02,Kyle C - AFKyle#29319,Sean S - UnknownThursday#95034,2-1,,1,,ONE,,
3/16/2023 0:58:51,Jordan M - JMTron#46639,Kyle C - AFKyle#29319,2-0,,1,,ONE,,
3/16/2023 13:05:50,Mason G - bear6875#02260,Patrick M - FullestJ#22936,2-0,,1,,ONE,,
3/16/2023 14:55:20,Shane K - Malfunktion#31013,Doug Co - daceris#24713,2-0,,1,,ONE,,
3/16/2023 16:09:31,Shane K - Malfunktion#31013,Amir A - HowDoesOneChoose#47480,2-0,,1,,ONE,,
3/16/2023 21:09:38,Russell S - rstad#89052,Mike G - eatmecompletely#43399,2-0,,1,kaito!,ONE,,
3/16/2023 23:39:34,Noah B - Sisco#71800,Steve T - strout#45062,2-1,,1,GGs,ONE,,
3/17/2023 0:10:25,Kyle C - AFKyle#29319,Steve T - strout#45062,2-1,,1,,ONE,,
3/17/2023 0:21:49,Sylvain T - Iquitos#15484,Shane K - Malfunktion#31013,2-1,,1,,ONE,,
3/17/2023 0:35:38,Kyle C - AFKyle#29319,Tim M - Ancra#27039,2-1,,1,,ONE,,
3/17/2023 0:59:17,Kyle C - AFKyle#29319,Sylvain T - Iquitos#15484,2-0,,1,,ONE,,
3/17/2023 11:55:08,James T - RevisedIsland#19780,John R - Ged#72302,2-1,,1,,ONE,,
3/17/2023 12:27:02,Doug Co - daceris#24713,James T - RevisedIsland#19780,2-1,,1,,ONE,,
3/17/2023 13:56:24,James T - RevisedIsland#19780,Russell S - rstad#89052,2-1,,1,,ONE,,
3/17/2023 14:23:44,Emmett F - Sepulchure#51526,James T - RevisedIsland#19780,2-0,,1,,ONE,,
3/17/2023 16:56:00,Adam S - Wizma#29010,Chris R - Sinkwater#27508,2-1,,1,DOUBLE SILEX!!,ONE,,
3/17/2023 17:32:46,John P - gokuorgohome#51511,Caleb G - Whynaut#28590,2-1,,1,Basic Island?,ONE,,
3/17/2023 17:44:52,Tim M - Ancra#27039,Emmett F - Sepulchure#51526,2-0,,1,,ONE,,
3/17/2023 17:46:01,Eric S - Smitte#94855,John R - Ged#72302,2-0,,1,,ONE,,
3/17/2023 17:56:19,Justin P - Code Pigeon#84057,Nik S - njsiii#50504,2-0,,1,,ONE,,
3/17/2023 18:02:04,Caleb G - Whynaut#28590,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,ONE,,
3/17/2023 18:14:39,Jordan M - JMTron#46639,Justin P - Code Pigeon#84057,2-0,,1,,NEO,,
3/17/2023 18:26:48,Paul G - TheDragon#61289,Damian S - ButCrackMagic#71223,2-0,,1,,ONE,,
3/17/2023 18:49:07,Justin P - Code Pigeon#84057,Jesse R - Zephaer#38941,2-1,,1,,ONE,,
3/17/2023 19:01:26,Damian S - ButCrackMagic#71223,Caleb G - Whynaut#28590,2-1,,1,,ONE,,
3/17/2023 19:20:59,Paul G - TheDragon#61289,Doug Co - daceris#24713,2-1,,1,,ONE,,
3/17/2023 19:22:16,Dan A - BEATDOWNBRINGA#04779,Justin P - Code Pigeon#84057,2-0,,1,,NEO,,
3/17/2023 19:39:24,Dan A - BEATDOWNBRINGA#04779,Damian S - ButCrackMagic#71223,2-0,,1,,ONE,,
3/17/2023 19:42:08,Russell S - rstad#89052,Jesse R - Zephaer#38941,2-0,,1,,ONE,,
3/17/2023 20:45:06,Damian S - ButCrackMagic#71223,Nicholas K - Bionick#55161,2-0,,1,,ONE,,
3/17/2023 23:34:54,Damian S - ButCrackMagic#71223,Rafael F - Prudent#24319,2-0,,1,,ONE,,
3/18/2023 0:40:56,Eric S - Smitte#94855,Chris P - Joker01#66827,2-1,,1,,ONE,,
3/18/2023 1:18:38,Trevor F - treskies#75643,Jeremy E - Lhurgoyf#37289,2-1,,1,,ONE,,
3/18/2023 10:33:58,Caleb G - Whynaut#28590,Paul G - TheDragon#61289,2-1,,1,,ONE,,
3/18/2023 11:05:20,Pierre-Marc D - pmduguay#67919,Paul G - TheDragon#61289,2-1,,1,,ONE,,
3/18/2023 11:45:57,Pierre-Marc D - pmduguay#67919,Caleb G - Whynaut#28590,2-1,,1,,ONE,,
3/18/2023 13:24:13,Rafael F - Prudent#24319,Serge T - Sergyboy514#39979,2-0,,1,,ONE,,
3/18/2023 13:58:35,Jordan M - JMTron#46639,Russell S - rstad#89052,2-0,,1,,ONE,,
3/18/2023 15:05:52,Trevor F - treskies#75643,Russell S - rstad#89052,2-1,,1,,ONE,,
3/18/2023 15:28:37,Rafael F - Prudent#24319,Jordan M - JMTron#46639,2-1,,1,,ONE,,
3/18/2023 15:43:42,Trevor F - treskies#75643,Shuo L - Tamamo#30654,2-1,,1,,ONE,,
3/18/2023 16:40:56,Jordan M - JMTron#46639,Noah B - Sisco#71800,2-1,,1,,BRO,,
3/18/2023 18:11:02,Shuo L - Tamamo#30654,Noah B - Sisco#71800,2-1,,1,,BRO,,
3/18/2023 22:26:40,Eric S - Smitte#94855,Steve T - strout#45062,2-0,,1,,ONE,,
3/19/2023 0:08:49,Eric S - Smitte#94855,Jeremy E - Lhurgoyf#37289,2-0,,1,,ONE,,
3/19/2023 0:31:18,Maxime R - Tasigurr#89921,Aaron H - UlamogOurSaviour#56444,2-1,,1,,ONE,,
3/19/2023 0:35:02,Jeremy E - Lhurgoyf#37289,Rafael F - Prudent#24319,2-1,,1,,ONE,,
3/19/2023 0:52:47,Justin P - Code Pigeon#84057,Maxime R - Tasigurr#89921,2-0,,1,,ONE,,
3/19/2023 1:23:18,Rafael F - Prudent#24319,Maxime R - Tasigurr#89921,2-1,,1,,ONE,,
3/19/2023 10:50:48,Ryan D - TheSlickness#10857,John P - gokuorgohome#51511,2-1,,1,,ONE,,
3/19/2023 11:36:02,Aaron H - UlamogOurSaviour#56444,Jeremy E - Lhurgoyf#37289,2-0,,1,,ONE,,
3/19/2023 12:00:06,Ryan D - TheSlickness#10857,Aaron H - UlamogOurSaviour#56444,2-0,,1,,ONE,,
3/19/2023 12:50:48,Ryan D - TheSlickness#10857,Tim M - Ancra#27039,2-0,,1,,ONE,,
3/19/2023 13:27:20,John P - gokuorgohome#51511,Cody-Rayce MG - Rayce#56572,2-0,,1,,ONE,,
3/19/2023 13:30:11,Jordan M - JMTron#46639,Tim M - Ancra#27039,2-0,,1,,ONE,,
3/19/2023 13:56:09,John P - gokuorgohome#51511,Emmett F - Sepulchure#51526,2-0,,1,,ONE,,
3/19/2023 16:16:09,Serge T - Sergyboy514#39979,Jesse R - Zephaer#38941,2-0,,1,,ONE,,
3/19/2023 16:42:03,Dan A - BEATDOWNBRINGA#04779,Jesse R - Zephaer#38941,2-0,,1,,ONE,,
3/19/2023 16:42:29,Chris R - Sinkwater#27508,Shuo L - Tamamo#30654,2-1,,1,,ONE,,
3/19/2023 17:30:15,Jesse R - Zephaer#38941,Sawyer T - soyboy#35469,2-1,,1,,ONE,,
3/19/2023 17:40:49,Chris R - Sinkwater#27508,Russell S - rstad#89052,2-0,,1,,ONE,,
3/19/2023 18:01:44,Dan A - BEATDOWNBRINGA#04779,Sawyer T - soyboy#35469,2-0,,1,,ONE,,
3/19/2023 19:00:36,Adam S - Wizma#29010,Trevor F - treskies#75643,2-1,,1,Great games,ONE,,
3/19/2023 19:46:28,Mitchel S - SpaghettiMitch#18619,Trevor F - treskies#75643,2-0,,1,,ONE,,
3/19/2023 20:19:19,Mitchel S - SpaghettiMitch#18619,Zeke W - smarmyplatapus#30066,2-0,,1,,ONE,,
3/19/2023 22:27:09,Emmett F - Sepulchure#51526,Krzys H - FaceBeardMcBeard#24731,2-1,,1,,ONE,,
3/20/2023 12:26:33,Cody-Rayce MG - Rayce#56572,Adam S - Wizma#29010,2-0,,1,gggggssssss,ONE,,
3/20/2023 13:08:49,Aaron H - UlamogOurSaviour#56444,Adam S - Wizma#29010,2-1,,1,,ONE,,
3/20/2023 14:55:51,Pierre-Marc D - pmduguay#67919,Noah B - Sisco#71800,2-0,,1,,ONE,,
3/20/2023 15:53:41,Aaron H - UlamogOurSaviour#56444,Serge T - Sergyboy514#39979,2-1,,1,,ONE,,
3/20/2023 17:05:30,Jake C - the_man_mulcahey#74753,Shuo L - Tamamo#30654,2-1,,1,,ONE,,
3/20/2023 17:36:15,Chris R - Sinkwater#27508,Serge T - Sergyboy514#39979,2-0,,1,,ONE,,
3/20/2023 18:10:31,Anthony S - Kingboars#88381,Cody-Rayce MG - Rayce#56572,2-1,,1,,ONE,,
3/20/2023 19:31:06,Sawyer T - soyboy#35469,John P - gokuorgohome#51511,2-0,,1,,ONE,,
3/20/2023 20:35:57,Chris R - Sinkwater#27508,Mason G - bear6875#02260,2-0,,1,,ONE,,
3/20/2023 21:00:26,Ryan D - TheSlickness#10857,Cody-Rayce MG - Rayce#56572,2-0,,1,,ONE,,
3/20/2023 22:26:23,Cody-Rayce MG - Rayce#56572,Zeke W - smarmyplatapus#30066,2-1,,1,ggs no stumble,ONE,,
3/21/2023 13:40:37,Pierre-Marc D - pmduguay#67919,Jake C - the_man_mulcahey#74753,2-0,,1,,ONE,,
3/21/2023 16:14:09,Anthony S - Kingboars#88381,Emmett F - Sepulchure#51526,2-1,,1,,ONE,,
3/21/2023 17:15:24,Shuo L - Tamamo#30654,Anthony S - Kingboars#88381,2-1,,1,,ONE,,
3/21/2023 18:01:26,Chris R - Sinkwater#27508,Noah B - Sisco#71800,2-1,,1,,ONE,,
3/21/2023 21:07:08,Chris R - Sinkwater#27508,Kyle C - AFKyle#29319,2-0,,1,,ONE,,
3/21/2023 22:30:50,Ryan D - TheSlickness#10857,Mitchel S - SpaghettiMitch#18619,2-0,,1,,ONE,,
3/21/2023 23:49:35,Sawyer T - soyboy#35469,Mitchel S - SpaghettiMitch#18619,2-1,,1,,ONE,,
3/22/2023 11:14:09,Pierre-Marc D - pmduguay#67919,Adam S - Wizma#29010,2-1,,1,,ONE,,
3/22/2023 18:16:46,Adam S - Wizma#29010,Christopher S - Stemz#96067,2-1,,1,Thrun Vs sword!,ONE,,
3/22/2023 19:00:38,Jake C - the_man_mulcahey#74753,Christopher S - Stemz#96067,2-1,,1,Insane final game,ONE,,
3/23/2023 13:37:54,Eric S - Smitte#94855,Sawyer T - soyboy#35469,2-0,,1,,ONE,,
3/23/2023 14:35:03,Mitchel S - SpaghettiMitch#18619,Jake C - the_man_mulcahey#74753,2-0,,1,elim match,ONE,,
3/24/2023 14:05:22,Doug Co - daceris#24713,Mason G - bear6875#02260,2-1,,1,ggs!,ONE,,
3/24/2023 17:27:01,John P - gokuorgohome#51511,Shuo L - Tamamo#30654,2-1,,1,,ONE,,
3/24/2023 17:36:32,Cody-Rayce MG - Rayce#56572,Sawyer T - soyboy#35469,2-1,,1,ggs mana rip :(,BRO,,
3/24/2023 17:55:06,Dan A - BEATDOWNBRINGA#04779,John P - gokuorgohome#51511,2-1,,1,,ONE,,
3/24/2023 18:17:24,Adam S - Wizma#29010,Trevor F - treskies#75643,2-1,,1,Great games! ,ONE,,
3/24/2023 18:21:37,Jordan M - JMTron#46639,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,ONE,,
3/24/2023 18:42:59,Cody-Rayce MG - Rayce#56572,Trevor F - treskies#75643,2-1,,1,ggs mana ;_;,ONE,,
3/24/2023 18:57:41,Cody-Rayce MG - Rayce#56572,Anthony S - Kingboars#88381,2-0,,1,ggs wp,MID,,
3/24/2023 19:25:52,Mitchel S - SpaghettiMitch#18619,Caleb G - Whynaut#28590,2-0,,1,12-1 ggs!,ONE,,
